X,Y,tourism,name,ele,operator,website,wikidata,wikipedia,reg_name,phone,capacity,url,amenity,internet_access,addr:city,addr:postcode,opening_hours,email,addr:street,alt_name,name:de,rooms,addr:housenumber,place,access,beds,wheelchair,addr:country,contact:phone,cuisine,description,smoking,AlpinRes_ID,contact:email,internet_access:fee,reservation,shower,toilets,winter_room
7.2177238,47.2084201,alpine_hut,Cabane Rochette,,Club Alpin Suisse - Section Pierre-Pertuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.384664,47.2223309,alpine_hut,Clubhaus SAC Grenchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.444452,47.2626894,alpine_hut,Backi,,SAC Weissenstein,,,,,,,,,,Gänsbrunnen,4716,,,Backistrasse,,,,69,,,,,,,,,,,,,,,,
7.8663787,47.3603315,alpine_hut,Naturfreundehaus Rumpel,,,,,,,,,,,,,,Su 10:00-17:00,,,,,,,,,,,,,,,,,,,,,,
7.9156622,47.3302523,alpine_hut,Hühnerweid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.5826349,46.1014192,alpine_hut,Rifugio Monte Vecchio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.5742436,46.1179708,alpine_hut,Rifugio Bivacco Pluni,1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.5623141,46.220962,alpine_hut,Capanna Alpe Saléi,1777,Patriziato di Comologno,http://www.capannasalei.ch,Q3656678,it:Capanna Alpe Saléi,,,20,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
8.6250953,46.109288,alpine_hut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.6472865,46.1153875,alpine_hut,Bivacco Giorgio Ielmoni,1809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.7771419,46.0764848,alpine_hut,Rifugio Forcora,1164,Paola Baratta,http://www.vareselandoftourism.it/?dove_dormire=search&lang=it&struttura=9&PAG=rifugio-forcora--rifugi-con-alloggio-dove-dormire&o=724,,,,+39 0332 558132,8,,,,Veddasca,,"Jan-Dec; Tu off",info@rifugioforcora.it,Passo Forcora,,,,,,,,,,,,,,,,,,,,
8.7885444,46.0996504,alpine_hut,Rifugio Alpetto di Caviano,1255,Patriziato di Caviano,,Q3656690,it:Capanna Alpetto di Caviano,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.5146727,46.2325154,alpine_hut,Capanna Alpe Arena,1689,Patriziato di Onsernone,https://www.capanneti.ch/huts/main.jsp?id_language=1&id_hut=50,Q3656692,it:Capanna Arena,,+42 0796212112,30,,,no,,,,patriziato.onsernone@bluewin.ch,,,,,,,,,,,,,,,,,,,,,
8.5416081,46.2513252,alpine_hut,Capanna Ribia,1996,Patriziato generale d'Onsernone,http://www.onsernone.ch/index.php?option=com_hotelguide&view=hotel&id=6%3Arifugio-ribia&Itemid=190&lang=it,Q3656724,it:Capanna Ribia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.5892916,46.2712887,alpine_hut,Capanna Alzasca,1734,CAS Locarno,http://www.cas-locarno.ch/,Q3656691,it:Capanna Alzasca,Alpi ticinesi,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.4871572,46.3910545,alpine_hut,Capanna Piano delle Creste,2108,Società Alpinistica Valmaggese,,Q3656715,it:Capanna Pian di Crest,,,36,,,,,,,,,Capanna Pian di Crest,,,,,,,,,,,,,,,,,,,
8.6033536,46.37953,alpine_hut,Rifugio Fiorasca,2086,Società Alpinistica Valmaggese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.7673913,46.2520744,alpine_hut,Capanna Alpe di Nimi,1718,Pietro Zanoli,,Q3656688,it:Capanna Alpe di Nimi,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.7751778,46.2725692,alpine_hut,Capanna Starlaresc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.7624044,46.2763396,alpine_hut,Capanna Alpe Masnee,2063,Patriziato di Maggia,,Q3612936,it:Alpe Masnee,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.6888051,46.3660957,alpine_hut,Rifugio Tomeo,1882,Patriziato di Broglio,http://www.vialtavallemaggia.ch/rifugi_e_capanne.html,Q3935660,it:Rifugio Tomeo,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
8.7109309,46.4060743,alpine_hut,Capanna Soveltra,1534,SAV Bignasco,http://www.sav-vallemaggia.ch,Q3656729,it:Capanna Sovèltra,,,28,,,,,,,,,,,,,,,,,,,,closed due to fire damage http://www.sav-vallemaggia.ch/informazioni/,,,,,,,,
8.7487565,46.3957467,alpine_hut,Capanna Barone,2172,Società Escursionistica Verzaschese (SEV),http://www.fondazioneverzasca.ch/it/40/barone.aspx,Q3656694,it:Capanna Barone,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
8.8146588,46.1051946,alpine_hut,Rifugio St. Anna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.8317723,46.1988368,alpine_hut,Capanna dei Monti di Lego,1110,Parrocchia di Mergoscia,http://www.fondazioneverzasca.ch/it/46/monti_di_lego.aspx,Q3656732,it:Capanna dei Monti di Lego,,,10,,,,,,,,,,,,,,,,,,,regional,,,,,,,,,
8.8790146,46.2285832,alpine_hut,Nucleo di Odro,1240,,https://www.odro.ch/,Q1029007,it:Nucleo di Odro,,+41 79 746 1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.9325464,46.1969831,alpine_hut,Capanna Orino,1400,Patriziato di Gudo,http://www.patriziatodigudo.ch/la%20capanna%20di%20orino.htm,Q3656682,it:Capanna Alpe d'Orino,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.9507598,46.1963953,alpine_hut,Capanna Mognone,1460,Patriziato di Sementina,https://www.patriziato-sementina.ch/beni-patriziali/capanna-mognone/,Q3656677,it:Capanna Alpe Mognone,,,12,,,,,,,,,Capanna Alpe Mognone,,1,,,,,,,,,,,,,,,,,
8.9250628,46.2295352,alpine_hut,Capanna Borgna,1912,Società Escursionistica Verzaschese (SEV),http://www.fondazioneverzasca.ch/it/41/borgna.aspx,Q3656696,it:Capanna Borgna,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.9564198,46.2224779,alpine_hut,Capanna Albagno,1870,UTOE sezione Bellinzona,http://www.utoe.ch/?id=472,Q3656673,it:Capanna Albagno,,,28,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
8.9819461,46.0867228,alpine_hut,Capanna La Ginestra,985,Amici della Natura Sezione Lugano,https://www.amicidellanatura-lugano.ch/capanna.html,,,,,28,,,,,,,,,,,7,,,,,,,,,,,,,,,,,
9.0139576,46.0999981,alpine_hut,Capanna Monte Bar,1600,CAS Ticino,http://www.capannamontebar.ch/,Q3656740,it:Capanna del Monte Bar,,+41 (0)91 9663322,44,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
8.9930572,46.1943921,alpine_hut,Curzútt,,,http://www.curzutt.ch,,,,+41 91 835 57 23,,,,,,,,curzutt@gastrosos.ch,,,,,,,,,,,,,,,,,,,,,
9.0622676,46.1790896,alpine_hut,Capanna Genzianella,,Amici della natura Sezione di Bellinzona,https://www.amicidellanatura-lugano.ch/,Q3656708,it:Capanna Genzianella,,,,,,,,,,,,,,1,,,,22,,,,,,,,,,,,,
9.1280009,46.1610833,alpine_hut,Alpe di Giumello,1585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.120836,46.1814054,alpine_hut,Capanna Gesero,1765,UTOE Bellinzona,http://www.utoe.ch/?id=470,Q3656739,it:Capanna del Gesero,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.9301687,46.2426357,alpine_hut,Rifugio Alpe Moroscetto,,Patriziato di Preonzo,https://www.patriziatopreonzo.ch/capanne.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.9405515,46.2465662,alpine_hut,Rifugio Alpe di Confiénn,,Patriziato di Preonzo,https://www.patriziatopreonzo.ch/capanne.html,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
8.9532128,46.2359996,alpine_hut,Rifugio Alpe di Cusale,,Patriziato di Preonzo,https://www.patriziatopreonzo.ch/capanne.html,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
8.9520333,46.2528669,alpine_hut,Rifugio Alpe di Lai,1138,Patriziato di Preonzo,https://www.patriziatopreonzo.ch/capanne.html,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
8.8975657,46.2794388,alpine_hut,Capanna Cornavosa,1991,Società Escursionistica Verzaschese (SEV),http://www.fondazioneverzasca.ch/it/58/cornavosa.aspx,Q1034200,it:Capanna Cornavòsa,,+41798927299,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.8989243,46.2970307,alpine_hut,Capanna Alpe Fümegna,1810,Società Escursionistica Verzaschese (SEV),http://www.fondazioneverzasca.ch/it/45/fumegna.aspx,Q3656676,it:Capanna Alpe Fümegna,,+41 79 223 96 09,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.925821,46.3156322,alpine_hut,Rifugio Alpe Repiano,1293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.9527854,46.2999975,alpine_hut,Capanna Alpe d'Alva,1570,Patriziato di Lodrino,,Q3656680,it:Capanna Alpe d'Alva,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.8256438,46.3505856,alpine_hut,Rif. Alpe Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.8514679,46.3384422,alpine_hut,Capanna Efra,2039,Società Escursionistica Verzaschese (SEV),http://www.fondazioneverzasca.ch/it/44/efra.aspx,Q3656733,it:Capanna d'Efra,,+41 774 46 84 50,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.8131781,46.3764712,alpine_hut,Capanna Cognóra,1938,Società Escursionistica Verzaschese (SEV),http://www.fondazioneverzasca.ch/it/42/cogn%C3%B3ra.aspx,Q3656702,it:Capanna Cognöra,,+41 79 400 71 81,20,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
8.938496,46.394603,alpine_hut,Capanna Pian d'Alpe,1764,UTOE Torrone d'Orza,http://www.utoe-biasca.ch/index.php?page=capanna-pian-d-alpe-2,Q3656717,it:Capanna Pian d'Alpe,,,37,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
9.0633216,46.2628804,alpine_hut,Capanna Brogoldone,1904,Associazione Amici Capanna Brogoldone,http://www.brogoldone.ch,Q3656698,it:Capanna Brogoldone,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.1392059,46.297043,alpine_hut,Alp di Fora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0303116,46.3575123,alpine_hut,Capanna di Cava,2066,UTOE Torrone d'Orza,http://www.utoe-biasca.ch/index.php?page=capanna-cava-3,Q3656744,it:Capanna di Cava,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.9970384,46.4029704,alpine_hut,Tessinhütte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.1823747,46.1905041,alpine_hut,Rifugio Cortin,1663,Patriziato di Roveredo,,,,,,6,,shelter,,,,,,,,,,,,yes,,,,,,,,,,,,,no,
9.2236734,46.2579895,alpine_hut,Capanna Righetti Fibbioli,,,http://www.valcama.ch/unterkunft_it.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.2247246,46.2581748,alpine_hut,Capanna Miralago,1265,,http://www.valcama.ch/unterkunft_it.html,,,,+41 78 759 42 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.1484285,46.3510673,alpine_hut,Buffalora,2078,ASAC,https://sentiero-calanca.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,
9.6551066,46.3299396,alpine_hut,Capanna da l'Albigna CAS,2336,SAC - CAS,,,,Bündner Alpen,,90,http://www.albigna.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.7094883,46.3318317,alpine_hut,Capanna del Forno CAS,2574,SAC - CAS,,Q3656738,,Bündner Alpen,,,http://www.fornohuette.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.8354088,46.3838188,alpine_hut,Chamanna Coaz CAS,2610,SAC - CAS,,Q3666052,,Bündner Alpen,,,http://www.coaz.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.8799822,46.4039863,alpine_hut,Chamanna da Tschierva,2583,,,Q683428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1186141,46.3970393,alpine_hut,Rifugio SAC Lungacqua Saoseo,1985,SAC Bernina,,,,,,,,,,,,,,,,Saoseo-Hütte,,,,,,,,,,,,,,,,,,
8.514129,46.439542,alpine_hut,Capanna Basodino CAS,1856,SAC - CAS sezione di Locarno,http://www.cas-locarno.ch,Q3656695,it:Capanna Basòdino,Alpi ticinesi,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.5261924,46.4718542,alpine_hut,Capanna Cristallina,2568,CAS Ticino,http://www.capannacristallina.ch/,Q1140244,it:Capanna Cristallina,Alpi ticinesi,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.47149,46.4944149,alpine_hut,Capanna Piansecco,1982,CAS Bellinzona e valli,http://www.casbellinzona.ch/new/index.php?option=com_content&view=article&id=50:capanna-piansecco&catid=39:capanne&Itemid=58,Q3656720,it:Capanna Piansecco,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.7326694,46.4442266,alpine_hut,Capanna Campo Tencia,2140,CAS Ticino,http://www.campotencia.ch,Q3656736,it:Capanna del Campo Tencia,Alpi ticinesi,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.7188172,46.4669219,alpine_hut,Capanna Leit,2257,SAT Mendrisio,http://www.capanna-leit.ch,Q3656712,it:Capanna Leìt,,,60,,,,,,,,,,,6,,,,,,,,,,,,,,,,,
8.7248928,46.4816609,alpine_hut,Capanna Tremorgio,1850,Azienda elettrica ticinese,http://www.capannatremorgio.ch,Q3656731,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.6614501,46.4990087,alpine_hut,Capanna Garzonera,1973,SAT Ritom,https://www.satritom.ch/5RG-garzonera.htm,Q3656705,it:Capanna Garzonera,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.6679764,46.5330218,alpine_hut,Rifugio Föisc,2208,Patriziato di Altanca,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.6952501,46.571636,alpine_hut,Capanna Cadlimo,2570,CAS Uto Zurigo,https://www.cadlimohuette.ch/index.php?id=160,Q1025279,it:Capanna Cadlimo,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.7196139,46.5465894,alpine_hut,Capanna Cadagno,1987,SAT Ritom,https://www.capannacadagno.ch/,Q3656700,it:Capanna Cadagno,,+41 91 868 13 23,75,,,,,,,info@capannacadagno.ch,,,,10,,,,,,,,,,,,,,,,,
8.4640257,46.6088591,alpine_hut,Albert-Heim-Hütte (SAC),2541,SAC-Sektion Uto,https://albertheimhuette.ch,Q2637443,de:Albert-Heim-Hütte,,+41 (0)41 887 17 45,,http://www.albert-heim-huette-sac.ch/,,,,,,info@albertheimhuette.ch,,,,,,,,,no,,,,"Die Albert-Heim-Hütte ist eine Berghütte in der Schweiz in den südlichen Urner Alpen. Sie ist im Besitz der SAC-Sektion Uto. Die Hütte ist nach dem Alpenforscher und Geologieprofessor Albert Heim benannt, der seit 1888 Ehrenmitglied der SAC-Sektion Uto.",,CH8301,,,,,,
8.4577823,46.6448663,alpine_hut,Dammahütte SAC,2430,SAC - CAS,http://www.sac-pilatus.ch/huetten/dammahuette/,Q1158616,,"Urner, Schwyzer und Unterwaldner Alpen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.4850197,46.6573871,alpine_hut,Bergseehütte SAC,2370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,
8.4398756,46.6716987,alpine_hut,Chelenalphütte,2350,SAC - CAS,https://www.chelenalp.ch/,Q1069054,de:Chelenalphütte,,+41 41 885 19 30,,,,,Göschenen,6487,,,,Kehlenalphütte,,,,,,56,no,CH,,,,no,,,,,,,
8.4877387,46.6905297,alpine_hut,Voralphütte SAC,2126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.4707938,46.7517064,alpine_hut,Sustlihütte SAC,2257,SAC - CAS,,Q56817151,,"Urner, Schwyzer und Unterwaldner Alpen",,,http://www.sustlihuette.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.5210732,46.7466577,alpine_hut,Sewenhütte SAC,2150,SAC - CAS,,,,"Urner, Schwyzer und Unterwaldner Alpen",,,http://www.sewenhuette.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.5519035,46.6764957,alpine_hut,Salbithütte,2105,,,,,,+41 41 885 14 31,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.6580085,46.5945273,alpine_hut,Vermigel Hütte,2042,SAC Zofingen,https://www.sac-zofingen.ch/huetten/vermigelhuette/,Q2517054,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,no,,,,
8.6901242,46.6253633,alpine_hut,Camona da Maighels CAS,2309,SAC - CAS,,Q1885245,,Bündner Alpen,,,http://www.maighelshuette.ch,,,,,,,,,Maighels-Hütte SAC,,,,,,,,,,,,,,,,,,
8.6684224,46.6365569,alpine_hut,Badushütte SAC Manegg,2503,SAC Manegg,https://www.badushuette.ch/,Q799710,,,,,,,,,,Jul-Sep,,,,,,,,,,,,,,,,,,,,,,
8.649453,46.7186045,alpine_hut,Treschhütte SAC,1475,SAC - CAS,,,,"Urner, Schwyzer und Unterwaldner Alpen",,,http://www.treschhuette.ch,,no,,,,,,,,,,,,,,,,,,,,,,,,,
8.7206558,46.7182204,alpine_hut,Etzlihütte,2052,SAC Thurgau,http://etzlihuette.ch,Q1372024,,,+41 41 820 22 88,,,,,Silenen,6473,,,Hinter Etzli,,,,,,,,,,,,,,,,,,,,
8.884226,46.4814914,alpine_hut,Capanna Piandios,1867,Sci Club Crap,http://www.sciclubcrap.ch/index.php/capanna,Q3656718,it:Capanna Piandios,,,40,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
8.8457079,46.5063465,alpine_hut,Capanna Gana Rossa,2270,UTOE Pizzo Molare,,Q3656707,it:Capanna Gana Rossa,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.9109304,46.4980084,alpine_hut,Capanna Gorda,1800,Società Nido d'Aquila,http://capannagorda.ch,Q3656711,it:Capanna Gorda,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.8796271,46.5316414,alpine_hut,Capanna Dötra,1748,SAT Lucomagno,,Q3656703,it:Capanna Dötra,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.8885673,46.5600297,alpine_hut,Capanna Bovarina,1870,UTOE sezione di Bellinzona,http://www.utoe.ch/?id=471,Q3656699,it:Capanna Bovarina,,+41(0)918721529,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0236643,46.4730931,alpine_hut,Capanna Quarnei,2107,Società Alpinistica Bassa Blenio,http://www.quarnei.ch/,Q2122324,it:Capanna Quarnèi,,,58,,,,,,,,,,,6,,,,,,,,,,,,,,,,,
8.995737,46.4990926,alpine_hut,Capanna Adula CAS,2012,SAC - CAS,,Q378873,it:Capanna Adula CAS,,,34,http://www.capannaadula.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0076299,46.4953103,alpine_hut,Capanna Adula UTOE,2393,Unione ticinesi operai escursionisti sezione di Bellinzona,,Q378877,it:Capanna Adula UTOE,,+41 (0)91 872 16 75,54,http://www.utoe.ch/?id=473,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0417828,46.5415668,alpine_hut,Läntahütte SAC,2090,SAC - CAS,,,,Bündner Alpen,,,http://www.laenta.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0939342,46.5000489,alpine_hut,Zapporthütte SAC,2276,SAC - CAS,,,,Bündner Alpen,,,http://www.zapport.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.9402902,46.6077133,alpine_hut,Capanna Scaletta,2205,SAT Lucomagno,,Q2228780,it:Capanna Scaletta,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.9138109,46.6405072,alpine_hut,Camona da Medel CAS,2524,SAC - CAS,,Q1400791,,Bündner Alpen,,,http://www.medelserhuette.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.8142692,46.742437,alpine_hut,Cavardirashütte,2649,,,Q1051780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.005443,46.5933282,alpine_hut,Capanna Motterascio,2172,CAS Ticino,http://www.capannamotterascio.ch,Q507626,it:Capanna Motterascio,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.5097981,46.7998331,alpine_hut,Spannorthütte SAC,1956,SAC - CAS,,,,"Urner, Schwyzer und Unterwaldner Alpen",,,http://www.spannorthuette.ch,,no,,,,,,,,,,,,,,,,,,,,,,,,,
8.5754329,46.8000608,alpine_hut,Krönten Hütte (SAC),1903,SAC,http://www.kroentenhuette.ch,Q1790647,de:Kröntenhütte,"Urner, Schwyzer und Unterwaldner Alpen",+41 41 880 01 22,,,,,,6472,,,,,,,,,,,,,,,,,,,,,,,
8.6011893,46.7836764,alpine_hut,Leutschachhütte SAC,2208,SAC - CAS,,,,"Urner, Schwyzer und Unterwaldner Alpen",,,http://www.leutschach.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.4642399,46.9149045,alpine_hut,Brisenhaus,1753,,,Q917739,,,+41 41 628 18 91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.63398,46.7834547,alpine_hut,Bergrestaurant Sunniggratli,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,
8.7557116,46.7902064,alpine_hut,Windgällenhütte,2032,AACZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.7044351,46.8414376,alpine_hut,Stafelalp,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,
8.6913107,46.9244724,alpine_hut,Alp Spilau,1900,Familie Furrer-Gisler,https://www.alp-spilau.ch/,,,,+41 79 567 45 64,,,,no,,,,,,,,1,,,,6,,,,,,,,,,required,no,,
8.5391415,47.0020764,alpine_hut,Arche Ruchenberg,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.6926599,46.9351593,alpine_hut,Lidernenhütte SAC,1727,SAC - CAS,,,,"Urner, Schwyzer und Unterwaldner Alpen",,,http://www.lidernenhuette.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.6759883,46.9657993,alpine_hut,Metzg-Hütte,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,
8.7984837,46.7795427,alpine_hut,Hinterbalmhütte,1817,,http://www.hinterbalmhütte.ch/,,,,+41418831939,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,
8.7979487,46.7826095,alpine_hut,Düssi Ald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.8189945,46.8018251,alpine_hut,Hüfihütte,2334,SAC Sektion Pilatus,https://www.sac-pilatus.ch/,,de:Hüfihütte,"Urner, Schwyzer und Unterwaldner Alpen",,,,,,Silenen,6473,,,,,,,,,,,,CH,,,,,,,,,,,
8.9560326,46.7772891,alpine_hut,Camona da Punteglias CAS,2311,SAC - CAS,,Q1029661,,"Glarner und St. Galler Alpen, Alpstein",,,http://www.punteglias.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.8805581,46.8199797,alpine_hut,Planurahütte,2947,SAC Sektion Tödi,http://planurahuette.ch/,Q1748876,de:Planurahütte,"Glarner und St. Galler Alpen, Alpstein",+41 41 885 16 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.9500233,46.821305,alpine_hut,Fridolinshütte,2111,SAC Sektion Tödi,http://www.fridolinshuette.ch,Q1456264,de:Fridolinshütte,"Glarner und St. Galler Alpen, Alpstein",+41 55 643 34 34,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
8.8750058,46.9168403,alpine_hut,Glattalphütte,1896,SAC Sektion Mythen,,Q15812400,de:Glattalphütte,"4 Glarner und St. Galler Alpen, Alpstein",,,http://www.glattalphuette.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.935567,46.859479,alpine_hut,Claridenhütte,2457,SAC Sektion Bachtel,http://www.claridenhuette.ch,Q1095571,de:Claridenhütte,"Glarner und St. Galler Alpen, Alpstein",,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
9.0265447,46.8145205,alpine_hut,Bifertenhütte,2482,AACB Akademischer Alpenclub Basel,https://biferten.ch/,Q858247,de:Bifertenhütte,,,,,,,,,,,,Camona Durschin,,,,,,,,,,,,,,,,,,,
9.0293435,46.8403644,alpine_hut,Kistenpasshütte,2729,SAC Sektion Winterthur,https://www.sac-winterthur.ch/huetten/kistenpass.php,,,,+41 79 201 35 13,,,,,,,Jul 01-Oct 15 00:00-24:00,,,,,,,,,,,,,,,,,,,,,,
9.0188198,46.8574922,alpine_hut,Muttseehütte,2501,SAC Sektion Winterthur,https://muttseehuette.ch,Q1956096,de:Muttseehütte,,+41 55 643 32 12,,,,yes,,,24/7,,,,,,,,,,,,,,,,,,,,,,
8.9726099,46.9264241,alpine_hut,Rieter Ortsstafel,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0801839,46.9274201,alpine_hut,Leglerhütte,2273,SAC Sektion Tödi,https://leglerhuette.ch/,Q1812940,de:Leglerhütte,"Glarner und St. Galler Alpen, Alpstein",+41 55 640 81 77,,,cafe,,Diesbach,,,,Rotstock,,,,1,,,,,,,,,,,,,,,,
9.1129098,46.8997551,alpine_hut,Skihütte Obererbs,1700,Skiclub Elm,https://www.obererbs.ch/,,,,+41 55 642 50 53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.9635939,47.0016058,alpine_hut,Glärnischhütte,1990,SAC Sektion Tödi,http://www.glhuette.ch,,,"Glarner und St. Galler Alpen, Alpstein",+41 55 640 64 00,,,,,,,"Jun Sa-Su; Jul 1-Sep 15 Mo-Su; Sep 16-Oct 15 Sa-Su",,,,,,,,,,,,,,,,,,,,,,
8.9229054,47.0561655,alpine_hut,Lufthütte,1433,Jugend SAC Bachtel,https://www.jo-bachtel.ch/lufthuette.php,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
8.9397199,47.0818023,alpine_hut,Hohfläschenhütte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.9693586,46.9425091,alpine_hut,Ober Stafel,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.1631902,46.4132596,alpine_hut,Rifugio Pian Grand,2398,Associazione Sentieri Alpini Calanca (ASAC),https://sentiero-calanca.ch/hutten-am-weg/#RifugioPianGrand,Q2152723,,,,,,shelter,,,,,,,,,,,,,,,,,,,,,,,required,,yes,
9.31026,46.4088479,alpine_hut,Agriturismo La Baita dei Fiori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.3505016,46.467819,alpine_hut,Rifugio Stuetta,1890,Privato,http://rifugiostuetta.altervista.org/,,,,+39 3394671747 or +39 034353174,,,,,Madesimo,23024,,stuetta@gmail.com,Strada Statale 36 dello Spluga,,,7,,,,17,,IT,,,,,,,,,,,
