X,Y,building,name,tourism,addr:housenumber,addr:street,addr:postcode,addr:city,addr:country,website,phone,amenity,stars,ele,internet_access,wheelchair,email,operator,internet_access:fee,contact:phone,contact:email,fax,contact:website,rooms,building:levels,cuisine,contact:fax,smoking,wikidata,opening_hours,beds,addr:housename,roof:levels,toilets:wheelchair,roof:shape,addr:suburb,building:roof
7.16398884635756,46.6194087998365,yes,Hôtel de l'Etoile,hotel,21,Rue du Centre,1637,Charmey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.16465060576506,46.6192498501984,yes,Hôtel le Sapin,hotel,25,Rue du Centre,1637,Charmey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.053098342427,46.7081158270359,yes,Hostellerie des Chevaliers,hotel,,,,,,http://www.hostelleriedeschevaliers.ch/,+41 (0)26 411 11 05,restaurant,,,,,leschevaliers@bluewin.ch,,,,,,,,,,,,,,,,,,,,
7.10230656554774,46.7202886870572,yes,du Barrage,hotel,,,,,,,,restaurant,,,,,,,,,,,,,,regional,,,,,,,,,,,
7.23968241008206,46.599468249868,yes,Zur Hochmatt,hotel,108,Hauptstrasse,1656,Im Fang,CH,,+41 26 929 82 07,,,,,,,,,,,+41 26 929 82 21,,,,,,,,,,,,,,,
7.27709777198313,46.6112605777665,yes,Hotel de la Cascade,hotel,411,Hauptstrasse,,,,http://www.wasserfall-cascade.ch/,+41 26 929 82 06,,,,,,,,,,,,,,,,,,,"Mo, Tu, Th-Su 08:00-00:00",,,,,,,
7.27495067419383,46.6658390036164,yes,Schwarzsee Bad,hotel,89,Seestrasse,1716,Schwarzsee,CH,http://www.badschwarzsee.ch,+41 26 4121104,restaurant,3,,,yes,,Familie Martins & Baeriswyl,,,info@badschwarzsee.ch,,,20,,,+41 26 412 18 22,,,,40,,,,,,
7.33768921043423,46.5916480374428,yes,Des Alpes,hotel,1076,Jaunpass,3766,Boltigen,CH,,,,,1506,wlan,,,Raheel Rao & Laurent Muckensturm,no,+41 33 773 60 42,jaunpass.desalpes@gmail.com,,http://www.desalpes-jaunpass.ch,10,,,,,,,19,,,,,,
7.37717182268396,46.6228658612803,yes,Sternen,hotel,286,Reidenbach,3766,Boltigen,CH,,,restaurant,,843,,,,,,,,,,,,pizza,,outside,,,,,,,,,
7.28529143311195,46.6710982717735,yes,Hostellerie am Schwarzsee,hotel,10,Seestrasse,1716,Schwarzsee,CH,https://www.hostellerieamschwarzsee.ch/,,restaurant,4,,,yes,,Peter Roodbeen,,,,,,50,,pizza,,no,,,160,,,,,,
7.2526118,46.7356647,yes,Hotel Edelweiss,hotel,19,Dorfstrasse,1737,Plasselb,CH,http://www.hotel-restaurant-edelweiss.ch,,,,,,,,,,,,,,,,asian,,no,,"Mo off;Tu-Th 07:30-23:30; Fr,Sa 08:00-24:00;Su 08:00-18:00",,,,,,,
7.28523455,46.74173555,hotel,Hirschen,hotel,2,Dorfstrasse,1716,Plaffeien,CH,,,restaurant,,,,yes,,,,,,,,,3,,,,,,,,,,,,
7.28633808276959,46.7416193003069,yes,Alpenklub,hotel,17,Dorfstrasse,1716,Plaffeien,CH,,,,,,,no,,,,,,,,,,regional,,,,,,,,,,,
7.36639554227297,46.7308293999483,yes,Ottenleuenbad,hotel,570,Ottenleuebad,1738,Sangernboden,CH,http://www.ottenleuebad.ch,,restaurant,,,,,,,,+41 31 7355566,info@ottenleuebad.ch,,,,,,+41 31 7355750,,,,,,,,,,
7.43632279472126,46.4542277393439,hotel,,,20,Badstrasse,3775,Lenk im Simmental,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.43701874204877,46.4605223916288,hotel,,,12,Aegertenstrasse,3775,Lenk im Simmental,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.4384105,46.45437485,hotel,,,3,Badgässli,3775,Lenk im Simmental,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.43994203300213,46.4548467618251,hotel,,,23,Rawilstrasse,3775,Lenk im Simmental,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.44283332167999,46.456651139418,yes,Hotel Krone,hotel,1,Kronenplatz,3775,Lenk im Simmental,CH,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
7.44081026361726,46.4572324212623,hotel,,,1,Aegertenstrasse,3775,Lenk im Simmental,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.44158554322083,46.457311150103,yes,zum Gade,hotel,20a,Rawilstrasse,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,
7.44273102978497,46.4583585623742,yes,Alpenruh,hotel,2,Gässli,3775,Lenk im Simmental,CH,,,,,,wlan,,,Sonja & Martin Buchs,no,+41 33 733 10 64,info@alpenruh-lenk.ch,,https://alpenruh-lenk.ch,,,,+41 33 733 41 64,,,,,,,,,,
7.44354152577969,46.4573310004251,hotel,,,1,Bühlbergstrasse,3775,Lenk im Simmental,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.44328118063436,46.4578818838812,hotel,,,8,Lenkstrasse,3775,Lenk im Simmental,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.4462100976944,46.4589205675953,yes,Tenne,hotel,15,Bühlbergstrasse,3775,Lenk im Simmental,CH,,,restaurant,,,,,,Hans-Ulrich & Oskar Klopfenstein,,+41 33 733 22 22,tenne-lenk@bluewin.ch,,http://www.tenne-lenk.ch,,,,+41 33 733 12 84,,,,,,,,,,
7.43490270217372,46.4613201295212,yes,,hotel,22,Aegertenstrasse,3775,Lenk im Simmental,CH,,,,,,yes,,,Fabienne & Roman Cortesi,no,+41 33 733 02 11,info@lenk-lodge.ch,,http://www.lenk-lodge.ch,,,,,,,,,,,,,,
7.48292669045278,46.568639913084,yes,Spillgerten,hotel,82,Egg,3757,Schwenden im Diemtigtal,CH,,,restaurant,,1228,,,,,,,,,,,,,,,,,,,,,,,
7.55962846726066,46.4927640817213,yes,Adler,hotel,19,Dorfstrasse,3715,Adelboden,CH,,,restaurant,3,,,,,,,+41 33 673 41 41,Info@AdlerAdelboden.ch,,http://www.adleradelboden.ch,,,,+41 33 673 42 39,,,,,,,,,,
7.56118075203683,46.4935486999663,yes,The Cambrian,hotel,7,Dorfstrasse,,Adelboden,,https://www.thecambrianadelboden.com,,,,,wlan,,info@thecambrianadelboden.com,,no,+41 33 673 8383,,,,71,,,,,,,,,,,,,
7.56164355,46.49385765,yes,Beau-Site,hotel,5,Dorfstrasse,3715,Adelboden,CH,http://www.hotelbeausite.ch/,+41 33 673 22 22,,,,,,info@hotelbeausite.ch,,,,,+41 33 673 33 33,,,,,,,,,,,,,,,
7.66196644386578,46.4641975999278,residential,Waldhaus,hotel,6,,3718,Kandersteg,CH,,,,,1357,,,,,,,,,,,,,,,,,,,,,,,
7.66475126853522,46.4787672997693,hotel,,,199,Innere Dorfstrasse,3718,Kandersteg,CH,,,,,1193,,,,,,,,,,,,,,,,,,,,,,,
7.66477110006845,46.4808636499965,hotel,,,183,,3718,Kandersteg,CH,,,,,1189,,,,,,,,,,,,,,,,,,,,,,,
7.6650268,46.48342455,hotel,,,,,,,,,,,,1188,,,,,,,,,,,,,,,,,,,,,,,
7.66576445,46.48335555,hotel,,,164,,3718,Kandersteg,CH,,,,,1188,,,,,,,,,,,,,,,,,,,,,,,
7.66630870359421,46.4844686001193,hotel,,,151,,3718,Kandersteg,CH,,,,,1186,,,,,,,,,,,,,,,,,,,,,,,
7.67163137127445,46.4861700799246,hotel,Waldhotel Doldenhorn,hotel,26,Doldenhornstrasse,3718,Kandersteg,CH,http://www.doldenhorn-ruedihus.ch/,+41 33 675 81 81,,,1187,,,info@doldenhorn.ch,Familie Maeder,,,,+41 33 675 81 85,,,,,,,,,,,,,,,
7.67178325,46.48663885,hotel,,,28,Doldenhornstrasse,3718,Kandersteg,CH,,,,,1188,,,,,,,,,,,,,,,,,,,,,,,
7.67151460198509,46.4898457436854,hotel,,,63,,3718,Kandersteg,CH,,,,,1175,,,,,,,,,,,,,,,,,,,,,,,
7.67216251001644,46.4930917502227,hotel,,,34,,3718,Kandersteg,CH,,,,,1173,,,,,,,,,,,,,,,,,,,,,,,
7.67272803574306,46.4931616498746,hotel,,,2,,3718,Kandersteg,CH,,,,,1172,,,,,,,,,,,,,,,,,,,,,,,
7.56340004841803,46.4947643000894,hotel,,,2,Schlegelistrasse,3715,Adelboden,CH,,,,,1350,,,,,,,,,,,,,,,,,,,,,,,
7.67451159513726,46.4943734498855,hotel,,,7,,3718,Kandersteg,CH,,,,,1173,,,,,,,,,,,,,,,,,,,,,,,
7.67479017387518,46.4952509866755,hotel,,,2,,3718,Kandersteg,CH,,,,,1174,,,,,,,,,,,,,,,,,,,,,,,
7.67408100083921,46.4956264543681,hotel,,,19,,3718,Kandersteg,CH,,,,,1175,,,,,,,,,,,,,,,,,,,,,,,
7.67410635,46.49682015,hotel,,,37,,3718,Kandersteg,CH,,,,,1174,,,,,,,,,,,,,,,,,,,,,,,
7.67497107796315,46.4976579315877,hotel,,,50,,3718,Kandersteg,CH,,,,,1173,,,,,,,,,,,,,,,,,,,,,,,
7.67510165,46.4984807,hotel,,,72,,3718,Kandersteg,CH,,,,,1171,,,,,,,,,,,,,,,,,,,,,,,
7.67561047797656,46.4993604567224,hotel,,,84,,3718,Kandersteg,CH,,,,,1170,,,,,,,,,,,,,,,,,,,,,,,
7.67633069249447,46.4997126433571,hotel,,,92,,3718,Kandersteg,CH,,,,,1170,,,,,,,,,,,,,,,,,,,,,,,
7.67657482929897,46.5002458984468,hotel,,,97,,3718,Kandersteg,CH,,,,,1169,,,,,,,,,,,,,,,,,,,,,,,
7.67664109587198,46.5004113525311,hotel,,,99,,3718,Kandersteg,CH,,,,,1170,,,,,,,,,,,,,,,,,,,,,,,
7.6819710098208,46.4974293029261,hotel,,,49,,3718,Kandersteg,CH,,,,,1195,,,,,,,,,,,,,,,,,,,,,,,
7.71391413587477,46.497470387112,commercial,Hotel Oeschinensee,hotel,10,,3718,Kandersteg,CH,http://www.oeschinensee.ch/hotel-restaurant/,,restaurant,,1594,,,,,,+41 33 675 11 19,info@oeschinensee.ch,,http://www.oeschinensee.ch/kontaktformular/,,,,,,,,,,,,,,
7.71475150991818,46.4977670499375,commercial,Berghaus Oeschinensee,hotel,12,,3718,Kandersteg,CH,https://www.berghausoeschinensee.ch/,,restaurant,,1590,,,,,,+41 33 675 11 66,info@berghausoeschinensee.ch,,http://www.berghausoeschinensee.ch/kontakt/,,,,,,,,,,,,,,
7.41699229914725,46.7152890084823,yes,Schwefelberg Bad,hotel,47,Schwefelbergbad,1738,Sangernboden,CH,http://www.schwefelbergbad.ch,,restaurant,,1392,,,,,,+41 26 419 88 88,info@schwefelbergbad.ch,,http://www.schwefelbergbad.ch,36,,,+41 26 419 88 44,,,,50,,,,,,
7.57630707964774,46.6580256027364,yes,Hirschen,hotel,36,Diemtigtalstrasse,3753,Oey,CH,,,restaurant,,676,,,,,,,,,,,,,,,,,,,,,,,
7.57722592972921,46.6600269624102,yes,Hotel und Ferienhaus Rössli,hotel,10,Diemtigtalstrasse,3753,Oey,CH,http://www.roessli-oey.ch,,restaurant,,670,,,,,,,,,,,,regional,,,,,,,,,,,
7.5781608387486,46.6599860406121,yes,Sternen,hotel,7,Bahnhofstrasse,3753,Oey,CH,,,restaurant,,669,,,,,,,,,,,,regional,,,,,,,,,,,
7.72321951373806,46.5879637763614,yes,Hotel- Restaurant Bären Kiental,hotel,56,Griesalpstrasse,3723,Kiental,CH,https://www.baerenkiental.ch/,,,,951,,,,,,+41 33 676 11 21,baerenkiental@bluewin.ch,,,,,,,,,"Mo-Sa 08:30-23:30; Su 09:00-22:00",,,,,,,
7.69895956821674,46.6593782253965,hotel,,,9,Alleestrasse,3703,Aeschi bei Spiez,CH,,,,,857,,,,,,,,,,,,,,,,,,,,,,,
7.72558746337691,46.6607872009585,hotel,,,15,Dorfstrasse,3704,Krattigen,CH,,,,,726,,,,,,,,,,,,,,,,,,,,,,,
7.62814995,46.72724095,yes,,hotel,,,,,,http://www.swisstubes.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.62821955169547,46.7411736000177,yes,Holiday,hotel,1,Gwattstrasse,3604,Thun,CH,,,,,560,,,,,,,,,,,,,,,,,,,,,,,
7.62755148207464,46.7430181977955,hotel,Rössli,hotel,73,Frutigenstrasse,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Sa 08:00-23:30; Su 08:00-22:30",,,,,,,
7.63414958624396,46.7449860056315,yes,Congress Hotel Seepark,hotel,47,Seestrasse,3602,Thun,CH,https://www.seepark.ch/,+41 33 2261212,,4,,wlan,,,,,,info@seepark.ch,,,91,,,+41 33 226 15 10,,,,,,,,,,
7.68958631472203,46.6852288499386,yes,Hotel Belvédère,hotel,39,Schachenstrasse,3700,Spiez,,,,,,,,,,,,+41 33 655 66 66,,,http://www.belvedere-spiez.ch,,,,,,,,,,,,,,
7.67987332166563,46.6892045622231,hotel,,,36,Seestrasse,3700,Spiez,CH,,,,,602,,,,,,,,,,,,,,,,,,,,,,,
7.68177596561823,46.6893181976547,hotel,,,58,Seestrasse,3700,Spiez,CH,,,,,588,,,,,,,,,,,,,,,,,,,,,,,
7.70284188395652,46.6751746225156,hotel,Seeblick,hotel,81,Interlakenstrasse,3705,Faulensee,CH,,,,,560,,,,,,+41 33 655 60 80,,,http://www.seeblick.ch,,,,,,,,,,,,,,
7.70840345081504,46.6712842655734,hotel,,,136a,Interlakenstrasse,3705,Faulensee,CH,,,,,571,,,,,,,,,,,,,,,,,,,,,,,
7.70857706816834,46.6714172999367,hotel,,,136,Interlakenstrasse,3705,Faulensee,CH,,,,,565,,,,,,,,,,,,,,,,,,,,,,,
7.71029055505717,46.7119547001676,yes,Bellevue,hotel,15,Sigriswilstrasse,3654,Gunten,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.68185320632298,46.7242831044535,yes,Niesenblick,hotel,28,Längenschachen,3653,Oberhofen am Thunersee,CH,http://www.niesenblick-oberhofen.ch,+41 33 243 15 12,,,,,,,Jürg Minder,,,,,,,,,,,,,,,,,,,
7.65726232734381,46.7380280498747,hotel,,,47,Dorfstrasse,3652,Hilterfingen,CH,,,,,591,,,,,,,,,,,,,,,,,,,,,,,
7.70157305351015,46.7197258673764,hotel,,,134,Aeschlenstrasse,3656,Aeschlen ob Gunten,CH,,,,,779,,,,,,,,,,,,,,,,,,,,,,,
7.71816965981556,46.7188167800932,yes,B&B Bergfee,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0697799525827,46.7707025294429,yes,La Chaumière,hotel,,,,,,,,restaurant,,,,yes,,,,,,,,,,,,,,,,,,,,,
7.16045061368339,46.7746874000467,yes,L' Acacia,hotel,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,
7.1971466319683,46.7706444496924,yes,Sternen,hotel,2,Käsereistrasse,1734,Tentlingen,CH,,,restaurant,,,,yes,,,,,,,,,,,,,,,,,,,,,
7.16023361145895,46.806643996869,yes,Hide Adon Hotel,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.15704962424471,46.8118483022485,yes,Hôtel Aux Remparts,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.14997549440636,46.8238487485919,yes,Ibis,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.07898392346031,46.9084744994235,yes,Hôtel du Cerf,hotel,10,Route de Morat,1595,Faoug,CH,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,
7.10666890672312,46.9246291005953,hotel,,,18,Lausannestrasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.11484459208311,46.9288954303803,yes,Des Bains,hotel,35,Ryf,3280,Murten,,http://www.desbains-murten.ch/,+41 26 670 23 38,restaurant,,,,,,Ambros und Stefanie Notz,,,,,,,,regional,,,,"Apr-Sep Mo-Th 11:00-23:30, Fr-Sa 11:00-24:00, Su 11:00-22:00; Oct-Mar Mo-Tu off, We-Th 11:00-23:30, Fr-Sa 11:00-24:00, Su 11:00-22:00",,,,,,,
7.12302852180814,46.867709388929,yes,Hotel de la Gare,hotel,11,Route de Fribourg,1784,Courtepin,CH,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,
7.20966240506915,46.7614020998659,yes,Zum Roten Kreuz,hotel,8,Dorfplatz,1735,Giffers,CH,,,,,,,,,,,,,,,,,,,no,,,,,,,,,
7.21565855,46.81493975,yes,Taverna,hotel,2,Freiburgstrasse,1712,Tafers,CH,,,,,,,,,,,,,,,,,,,,,,,,,,half-hipped,,
7.26083173120586,46.8224752763708,yes,Hotel Restaurant Senslerhof,hotel,29,Hauptstrasse,1713,St. Antoni,CH,,+41 26 495 11 41,restaurant,,,,yes,,,,,,,,,,,,no,,,,,,,,,
7.34767719257231,46.8420614680614,yes,Gasthof Lanzenhäusern,hotel,125a,Bernstrasse,3148,Lanzenhäusern,CH,https://www.gasthof-lanzenhaeusern.ch/,+41 31 731 02 31,restaurant,,742,,,,,,,,,,,,,,,,,,,,,,,
7.24882571094597,46.8555930459413,yes,Zum weissen Kreuz,hotel,1,Franz Xaver Müllerstrasse,3185,Schmitten,CH,https://www.kreuz-schmitten.ch/,+41 26 497 97 90,restaurant,,,,,info@kreuz-schmitten.ch,,,,,,,,,,,,,"Mo off, Tu-Th 08:30-23:30; Fr-Sa 08:30-24:00; Su 08:30-22:30",,,,,,,
7.31110656259767,46.8657820657426,yes,Hotel Restaurant Schloss Ueberstorf,hotel,14,Schlossstrasse,3182,Ueberstorf,,https://www.schlossueberstorf.ch/,+41 31 741 47 17,,,,,,,,,,,,,,,,,,,,,,,,,,
7.31035799651758,46.8895686578834,yes,Hotel du Moléson,hotel,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,
7.31986062659183,46.8908107001883,hotel,,,1,Gfellerstrasse,3175,Flamatt,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.05440220287167,46.9751546004874,yes,La Sauge,hotel,5,La Sauge,1588,Cudrefin,CH,http://www.auberge-lasauge.ch,,restaurant,,,,,,,,+41 26 6770270,info@auberge-lasauge.ch,,http://www.auberge-lasauge.ch/kontakt/kontakt/,,,,+41 26 6770280,,,"Mo off; Tu-Su ?",,,,,,,
7.11811949482784,46.9645281928632,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.12204314497921,46.9346122951177,hotel,Bad Muntelier,hotel,5,Hauptstrasse,3286,Muntelier,,http://www.hotel-bad-muntelier.ch,+41 26 670 88 10,,,,,,info@hotel-bad-muntelier.ch,,,,,+41 26 670 88 11,,,,,,,,"Feb: We-Su;Mar-Jun: Tu-Su;Jul-Aug: Mo-Su;Sep Tu-Su;Oct: Tu-Su;Nov-Dec: We-Su",,,,,,,
7.13512155519055,46.9384675623532,yes,Wohnpavillon F,hotel,,,,,,,,,,,,yes,,SBB CFF,,,,,,,,,,,,,,,,,,,
7.13564030823712,46.9386829475723,yes,Wohnpavillon E,hotel,,,,,,,,,,,,yes,,SBB CFF,,,,,,,,,,,,,,,,,,,
7.09012001712995,47.0603753689039,hotel,,,1,Promenade J.-J. Rousseau,2520,La Neuveville,CH,,,,,431,,,,,,,,,,,,,,,,,,,,,,,
7.13175017136324,47.1003216973284,yes,Hôtel de l'Ours,hotel,6,La Chaîne,2515,Prêles,CH,,,,,824,,,,,,,,,,,,,,,,,,,,,,,
7.15464533095795,47.0935701123128,hotel,,,6,Moos,2513,Twann,CH,,,,,433,,,,,,,,,,,,,,,,,,,,,,,
7.15521448619988,47.0937542719652,hotel,,,10,Moos,2513,Twann,CH,,,,,433,,,,,,,,,,,,,,,,,,,,,,,
7.15672641267099,47.0946714899903,yes,Bären,hotel,36,Moos,2513,Twann,CH,,,,,433,,,,,,,,,,,,,,,,,,,,,,,
7.3740696517128,46.944184750004,yes,Holiday Inn,hotel,96,Riedbachstrasse,,,,,,,,,yes,yes,,,no,+41 31 985 24 00,info@hi-bw.ch,,http://www.ihg.com/holidayinn/hotels/de/de/bern/apysz/hoteldetail,144,,,+41 31 985 24 01,no,,,208,,,,,,
7.30542535009862,47.0728799412477,yes,Weisses Kreuz,hotel,15,Marktplatz,3250,Lyss,,https://www.kreuz-lyss.ch/,,restaurant,,,wlan,,,,,,,,,,,,,,,,,,,,,,
7.30452580109029,47.0768137563611,yes,Spatz,hotel,28,Bielstrasse,3250,Lyss,CH,,,restaurant,,,,yes,,,,,,,,,,,,,,,,,,,,,
7.44312277071436,46.7615691047579,yes,Gurnigelbad,hotel,1,Gurnigelbad,3099,Rüti bei Riggisberg,CH,http://www.gurnigelbad.ch,+41 31 809 00 77,restaurant,,1144,,,,,,,,,,,,,,,,,,,,,,,
7.43802987845895,46.8214006896036,yes,Bären,hotel,3,Dorfstrasse,3088,Rüeggisberg,CH,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,
7.42106866906464,46.9320046749282,hotel,,,134,,3097,Liebefeld,CH,,,,,562,,,,,,,,,,,,,,,,,,,,,,,
7.48630633384115,46.931073756736,yes,Sternen Muri,hotel,80,Thunstrasse,3074,Muri bei Bern,CH,,,restaurant,4,,yes,limited,,,no,+41 31 9507111,info@sternenmuri.ch,,http://www.sternenmuri.ch,44,,,+41 31 9507100,,,Mo-Su 07:00-01:00,86,,,,,,
7.62863894063604,46.7592541103832,hotel,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,hipped,,
7.6288472164137,46.7598700871507,hotel,,,2,Untere Hauptgasse,,,,,,,,,,,,,,,,,,,3,,,,,,,,2,,half-hipped,,
7.56263206379432,46.8778768995647,hotel,,,12f,,3110,Münsingen,CH,,,,,544,,,,,,,,,,,,,,,,,,,,,,,
7.56016199169202,46.8800044002958,hotel,,,32,,3110,Münsingen,CH,,,,,548,,,,,,,,,,,,,,,,,,,,,,,
7.62242198988094,46.8728949979728,yes,Parkhotel Schloss Hünigen,hotel,9,Freimettigenstrasse,3510,Konolfingen,CH,,,,4,,wlan,yes,,Mario Bucher,no,+41 79 679 76 54,hotel@schlosshuenigen.ch,,http://www.schlosshuenigen.ch,49,,,+41 31 791 27 31,,,,,,,,,,
7.5614100997613,46.928027574264,yes,Restaurant Sternen,hotel,30,Bernstrasse,3076,Worb,CH,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,
7.4400030335372,46.934308112585,hotel,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,
7.44673553485168,46.9465316001426,hotel,Bellevue Palace,,5,Kochergasse,3011,Bern,CH,,,,,,,,,,,,,,,,,,,,Q1395561,,,Bellevue Palace,,,,,
7.46408082951633,46.958698445409,hotel,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,
7.47537597519826,46.9899836704815,yes,Hotel & Restaurant Grauholz,hotel,12,Wolfackerweg,3063,Ittigen,CH,,,restaurant,,583,,,,,,+41 31 915 12 12,welcome@a1grauholz.ch,,http://www.a1grauholz.ch,,,,,,,09:00-21:30,,Grauholz,,,,,
7.47658692318323,46.9911137565273,hotel,BEST WESTERN Hotel Grauholz,motel,10,,3063,Ittigen,CH,,,,3,588,yes,,,,no,+41 31 915 12 12,grauholz@bestwestern.ch,,http://www.bestwestern-grauholz.ch,,,,+41 31 915 12 13,,,,,,,,,,
7.71196842155505,46.9451565382349,yes,Hotel Moosegg,hotel,231a,Moosegg,3543,Emmenmatt,CH,,,restaurant,,951,,,,,,,,,,,,,,,,,,,,,,,
7.65577922092148,46.9950500493632,yes,Rössli,hotel,60,Thunstrasse,3415,Schafhausen im Emmental,CH,,,restaurant,,609,,,,,,,,,,,,,,,,,,,,,,,
7.6256858,47.0556338,yes,Hotel Orchidee,hotel,20,Schmiedengasse,3400,Burgdorf,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.62565018477524,47.0556981507532,yes,Hotel Orchidee,hotel,19,Pfisterngasse,3400,Burgdorf,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.58133575721194,47.0821105425306,yes,Bären,hotel,17,Bernstrasse,3422,Alchenflüh,CH,,,,,511,,,,,,,,,,,,,,,,,,,,,,,
7.73920275516083,46.4454143002509,residential,Berggasthaus Heimritz,hotel,73,,3718,Kandersteg,CH,,,,,1634,,,,,,,,,,,,,,,,,,,,,,,
7.90322240996215,46.5276663,yes,Berggasthof Trachsellauenen,hotel,562,Trachsellauenen,3824,Stechelberg,CH,,+413385512 35,restaurant,,1202,,,,Ursula & Jürg Abegglen,,,,,,,,regional,,,,May 1-Oct 15,,,,,,,
7.89255801873973,46.5467274019001,yes,Pension Gimmelwald,hotel,746a,Kirchstatt,3826,Gimmelwald,CH,https://www.hotel-pensiongimmelwald.ch/,,,,1375,,,,,,,,,,,,,,,,,,,,,,,
7.8916521489803,46.5584464344938,yes,Alpenruh,hotel,954b,Eggli,3825,Mürren,CH,,,,,1632,,,,,,,,,,,,,,,,,,,,,,,
7.89344515629865,46.5594308356649,yes,Regina,hotel,1036,Borthalten,3825,Mürren,CH,,,,,1630,,,,,,,,,,,,,,,,,,,,,,,
7.89341849507454,46.5598057886225,yes,Blumental,hotel,1027,Lus,3825,Mürren,CH,,,,,1635,,,,,,,,,,,,,,,,,,,,,,,
7.89479374132657,46.5595177195191,yes,Sportchalet,hotel,1063,Auf den Platten,3825,Mürren,CH,,,,,1632,,,,,,,,,,,,,,,,,,,,,,,
7.87952543066089,46.560895948304,yes,Pension Suppenalp,hotel,927b,Suppenalp,3825,Mürren,CH,,,restaurant,,1853,,,,,,,,,,,,,,,,,,,,,,,
7.88143522537254,46.5632256392839,service,Pension Restaurant Sonnenberg,hotel,922d,Mirrenberg,3825,Mürren,CH,,,restaurant,,1836,,,,,,,,,,,,,,,,,,,,,,,
7.89326415391655,46.5600652280956,hotel,,,1030,Lus,3825,Mürren,CH,,,,,1640,,,,,,,,,,,,,,,,,,,,,,,
7.89453405863788,46.561061834477,hotel,Jungfrau,hotel,1051b,Gruebi,3825,Mürren,CH,,,,,1651,,,,,,,,,,,,,,,,,,,,,,,
7.89691892889433,46.5614929991357,yes,Hotel Edelweiss,hotel,1068a,Rauft,3825,Mürren,CH,,,,,1638,,,,,,,,,,,,,,,,,,,,,,,
7.89705755923488,46.5617007500814,yes,Hotel Alpina,hotel,1068,Rauft,3825,Mürren,CH,,,,,1635,,,,,,,,,,,,,,,,,,,,,,,
7.89663274217824,46.5637737474101,yes,Residence Eiger,hotel,1079c,Ägerten,3825,Mürren,CH,,,restaurant,,1648,,,,,,,,,,,,,,,,,,,,,,,
7.89686995892869,46.5640745925783,hotel,Eiger Guesthouse,hotel,1079e,Ägerten,3825,Mürren,CH,,,,,1642,,,,,,,,,,,,,,,,,,,,,,,
7.89714463800464,46.5654292470749,yes,Alpenblick,hotel,1078a,Ägerten,3825,Mürren,CH,http://www.alpenblick-muerren.ch,,,,1637,,,,,,,,,,,,,,,,,,,,,,,
7.77007797109545,46.6545751526126,hotel,,,32,Dorfstrasse,3706,Leissigen,CH,,,,,574,,,,,,,,,,,,,,,,,,,,,,,
7.78743098858479,46.6504758997101,hotel,,,402,Meielisalp,3706,Leissigen,CH,,,,,794,,,,,,,,,,,,,,,,,,,,,,,
7.90723888967706,46.5930623284417,hotel,,,429a,Beim Pfrundhaus,3822,Lauterbrunnen,CH,,,,,805,,,,,,,,,,,,,,,,,,,,,,,
7.9074696822839,46.5993473184128,yes,Steinbock,hotel,477b,Tripfi,3822,Lauterbrunnen,CH,,,restaurant,,795,,,,,,+41 33 855 12 31,,,,,3,,,,,,,,1,,gabled,,
7.83087962844474,46.6367007643891,yes,Hotel Alpenrose,hotel,93,Mooszun,3813,Saxeten,CH,,,,,1130,,,,,,,,,,,,,,,,,,,,,,,
