X,Y,tourism,name,website,phone,addr:city,addr:postcode,addr:street,addr:housenumber,email,operator,fax,fee,internet_access,caravans,stars,tents,addr:country,contact:phone,contact:website,wheelchair,internet_access:fee,capacity,area,contact:email,opening_hours,camp_site,access,alt_name,contact:fax,contact:mobile,ele,building
7.07000274320247,47.0524651539638,camp_site,Camping des pêches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.07187894450924,47.052248962016,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.10423076211466,47.0393586663081,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.11006716843315,47.0368389352903,camp_site,Campingplatz Strand,,,Vinelz,3234,Ländteweg,16,,,,,,,,,,,,,,,,,,,,,,,,
7.09444470470494,47.0457268464464,camp_site,Camping Mon Plaisir,http://www.camping24.ch,+41 32 338 1358,,,,,info@camping24.ch,,,,,,,,,,,,,,,,,,,,,,,
7.09501440913544,47.0460095893139,camp_site,Camping Hübscher,http://www.campinghuebscher.ch,+41 79 202 6037,,,,,info@campinghuebscher.ch,,,,,,,,,,,,,,,,,,,,,,,
7.09624754441073,47.045769742822,camp_site,Camping Gemeinde Erlach,https://www.erlach.ch/de/tourismus/hotels/welcome.php?action=showunternehmen&unternehmen_id=20812,+41 32 338 1646,,,,,camping@erlach.ch,,,,,,,,,,,,,,,,,,,,,,,
7.08316194323839,47.0599896585143,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.08780411213403,47.0606308080885,camp_site,La Plage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.07314877625987,47.0864392772121,camp_site,Fraso-Ranch,http://www.camping-lignieres.ch/,+41-327514616,Lignières,2523,,,camping.fraso-ranch@bluewin.ch,,+41-327514614,,,,,,,,,,,,,,,,,,,,,
7.11911042568077,47.0850606485587,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.16954351417787,47.0535016068217,camp_site,Pfadfinderlagerplatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.1704310817958,47.0538959279508,camp_site,Pfadfinderlagerplatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.19922368744496,47.0807372156366,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.2103732147516,47.0929794773865,camp_site,Lindenhof,https://www.camping-lindenhof.ch/,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
7.22014450270955,47.1078861257745,camp_site,Camping Sutz,https://camping-sutz.ch/,+41 32 397 13 45,Sutz,2572,Kirchrain,40,,,,,,,,,,,,yes,,,,,,,,,,,,
7.36240737940588,47.048123325202,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.40438650680289,46.7856040424262,camp_site,Campingplatz Heubach,,,Rüschegg,3153,Heubach-Teufengraben,,,,,yes,,,,,,+41 62 751 15 23,http://www.camping-heubach.ch/,,,,,heubach@sccv.ch,,,,,,+41 79 462 43 35,,
7.48143498908467,46.793998092702,camp_site,Camping Burgistein,http://www.campingburgistein.ch,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,
7.4545513098589,46.9329734923865,camp_site,Camping Eichholz,http://www.campingeichholz.ch,+41 31 961 26 02,,,,,,,,,,yes,,yes,,,,yes,,,,,,,,,,,,
7.60752860031872,46.8138335440737,camp_site,Wydeli,http://www.camping-brenzikofen.ch/,+41 31 771 11 41,Brenzikofen,3671,Wydeli,60,info@camping-brenzikofen.ch,Hans-Rudolf Eicher,+41 31 771 11 81,,,,,,,,,,,,,,,,,,,,,
7.60830618590001,46.8135145454109,camp_site,Wydeli,http://www.camping-brenzikofen.ch/,+41 31 771 11 41,Brenzikofen,3671,Wydeli,60,info@camping-brenzikofen.ch,Hans-Rudolf Eicher,+41 31 771 11 81,,,,,,,,,,,,,,,,,,,,,
7.38394740690558,46.9644910630448,camp_site,TCS Camping Bern-Eymatt,https://www.tcs.ch/,+41 319011007,,,,,camping.bern@tcs.ch,,,,wlan,,4,,,,,,no,,,,,,,,,,,
7.63267122312866,47.0539457780549,camp_site,Waldegg,https://www.burgdorf.ch/1273.html,+41(0)34 422 24 60,Burgdorf,3400,Waldegg,,camping.waldegg@bluemail.ch,,,,,,,,,,,,,,,,,,,,,,,
7.86157465269448,46.4351562693756,camp_site,Camping Fafleralp,,+41 79 155 03 04,,,,,,,,yes,,,,,,,,,,,,,,,,,,,1765,
7.9008417559047,46.5462821430366,camp_site,Rütti,,+41 (0)33 855 28 85,Stechelberg,,,3824,campingruetti@stechelberg.ch,,,yes,,,,,,,,,,80,,,,,,,,,,
7.90847744848092,46.5683830319052,camp_site,Breithorn,,,,,,,,,,,,,,,,,,limited,,,,,,,,,,,,
7.91003446748675,46.5878658400544,camp_site,Jungfrau,http://www.camping-jungfrau.ch,+41 33 856 20 10,,,,,info@camping-jungfrau.ch,Camping Jungfrau AG,,,wlan,,,,,,,yes,no,,,,,,,,,,,
7.8645280876449,46.6615455393158,camp_site,Oberei,https://www.campingwilderswil.ch/,+41 33 822 13 35,,,,,info@campingwilderswil.ch,,+41 33 822 13 35,,,,,,,,,,,,,,,,,,,,,
7.78489505505703,46.6901436861316,camp_site,Camping Wang,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
7.81854267843924,46.6803052717026,camp_site,Camping Alpenblick,https://camping-alpenblick.ch/,+41 33 822 77 57,,,,,,Susan Knecht und Georges Zehntner ,,,,,,,,,,,,,yes,,,,,,,,,
7.81541954977323,46.6811444756121,camp_site,Manor Farm,http://www.manorfarm.ch/,+41 33 822 22 64,,,,,,,,,,,5,,,,,,,,yes,,,,,,,,,
7.82964068637521,46.6844065768653,camp_site,Hobby,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
7.83007332910194,46.6860069856411,camp_site,Lazy Rancho,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
7.83451943281538,46.6874956611246,camp_site,Jungfrau,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
7.8662502741442,46.6729014175002,camp_site,Jungfraublick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8941764163392,46.6911684077507,camp_site,Seeblick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8690052205161,46.6927713027224,camp_site,TCS Camping Sackgut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.90628221473407,46.7074414308103,camp_site,Talacker,https://www.talacker.ch/,+41 33 822 11 28,Ringgenberg,3852,Talacher,482B,camping@talacker.ch,,+41 33 822 98 38,,wlan,,,,CH,,,,no,,,,,,,,,,,
7.93154969674208,46.6372999101412,camp_site,Dany's Camping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.00715071935899,46.6197209729906,camp_site,Camping Holdrio,https://www.camping-grindelwald.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.01644942857107,46.6226647760721,camp_site,Eigernordwand,http://eigernordwand.ch/,,Grindelwald,3818,Bodenstrasse,4,,,,,,,,,,,,,,,,,,,,,,,,
8.02810015988919,46.6191477906478,camp_site,Camping Sand Grindelwald,,,Grindelwald,3818,,,,,,,,,,,,,,,,,,,,,,,,,,
8.04427700194617,46.6207796708269,camp_site,Gletscherdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.92473597791148,46.6914492583225,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.91385973794703,46.7076899140605,camp_site,"Camping au lac, Ringgenberg",http://www.dive-links.com/tauchplatz.php?id=2277,+41 33 822 26 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.04831491348652,46.7480821790445,camp_site,Aaregg,https://www.aaregg.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.04859538836208,46.7506060377246,camp_site,Seegärtli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.13982352749586,46.41018084432,camp_site,Moosji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.22689242345339,46.4541995587182,camp_site,Camping Brigga (Sektor B),http://www.campingbrigga.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.22599425698898,46.4551860849811,camp_site,Camping Brigga (Sektor A),http://www.campingbrigga.ch,027 973 16 31,,,,,info@campingbrigga.ch,,,,,,,,,,,,,,,,,,,,,,,
8.22989851618719,46.4567253937364,camp_site,Camping Brigga (Sektor C),http://www.campingbrigga.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.24489615932428,46.4646956480598,camp_site,Camping Augenstern,http://www.campingaugenstern.ch/,+41 (0)27 973 13 95,Reckingen,3998,,,info@campingaugenstern.ch,,+41(0)27 973 26 77,,,,,,,,,,,150,,,,,,,,,,
8.30949910427788,46.5036765958877,camp_site,Campingplatz Nufenen,http://www.camping-nufenen.ch,+41 27 9731437,Obergoms,3988,Wichel,3,,Claude & Petra Pause,,,,,,,,,,,,,,,Jun-Sep 24/7,,,,,,,
8.36080469467725,46.5368611527445,camp_site,Holiday-Camp Sand,http://www.holidaycamp.ch,,Obergoms,3999,,,,,,,,,,,,,,,,,,,,,,,,,,
8.17036694325196,46.7248716015596,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.17070615414116,46.7329966349746,camp_site,Alpencamping,http://www.alpencamping.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.15385155640618,46.746700703758,camp_site,Tipidorf Hasli-Aktiv,http://www.hasli-aktiv.ch/de/tipidorf,,Meiringen,3860,Brunnenfluh,737,,,,,,,,,CH,,,,,,,,,,,,,,772,barn
8.21502752167766,46.7099320205441,camp_site,Camping Aareschlucht,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,
8.22624185226435,46.7018885489123,camp_site,Camping Grund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.22578848098465,46.7068403647843,camp_site,Grimselblick,http://www.camping-grimselblick.ch/,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,
8.19586085060835,46.7371706019153,camp_site,Hofstatt-Derfli,https://www.derfli.ch/,,,,,,,,,,wlan,yes,,,,,,,yes,,,,,,,,,,,
8.36227496407936,46.7381097712066,camp_site,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
7.89052617196136,46.8137714479829,camp_site,Camping Bumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.90809205694557,46.872933266438,camp_site,Camping Sternen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.02386510472735,46.826564661953,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.01317185219981,46.8766683851595,camp_site,,https://touristik-ag.ch/,,,,,,info@touristik-ag.ch,,,,,,,,,,,,,,,,,,,,,,,
8.15210469970846,46.7851945979424,camp_site,Obsee,https://obsee.ch/,+41 41 678 14 63,Lungern,6078,Campingstrasse,1,,,,,,,,,,,,,,,,,,,,,,,,
8.1879823739889,46.8537517857209,camp_site,Camping International Giswil,https://www.camping-international.ch/web_final/camping_giswil_lage_d.html,,,,,,,FWS,,,,,,,,,,,,,,,,,,,,,485,
8.2426485381,46.8829874318257,camp_site,Camping Seefeld,http://www.seefeldpark.ch/camping,+41 (0)41 666 57 88,Sarnen,6060,Seestrasse,20,welcome@seefeldpark.ch,,,,,,,,,,,,,,,,,,,,,,,
8.42277229641789,46.8098936395579,camp_site,Eienwäldli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.26637318179055,46.8991680784489,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.26666184717474,46.899920346444,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.31064417961882,47.0109235604146,camp_site,Camping Steinibachried,,,,,,,,TCS,,,,yes,4,yes,,,,,,,,,,,,,,,,
8.41871768659462,46.9786305212023,camp_site,Camping Buochs-Vierwaldstättersee,http://www.tcs-camping.ch/buochs,+41 41 620 34 74,Buochs,6374,Seefeldstrasse,4,camping.buochs@tcs.ch,Touring Club Schweiz (TCS),+41 41 620 64 84,,,,,,,,,,,,,,,,,,,,,
8.33894075776834,47.0501038710058,camp_site,Camping International Lido Luzern,https://www.camping-international.ch/web_final/camping_luzern_news_d.html,+41 41 3702146,Luzern,6006,Lidostrasse,19,,,,yes,,,,,,,,,,,,,,,,,,,,
8.40281024642955,47.0613815094892,camp_site,Camping Merlischachen,http://www.seecamping.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.03557694022108,47.212540898307,camp_site,Camping Les Cerneux,http://www.lescerneux.ch/,,La Chaux-des-Breuleux,2345,,,info@lescerneux.ch,,,,,,,,,,,,,,,,,,,,,,,
7.18358874059813,47.2279946498264,camp_site,Camping de Belfond,http://www.campingdebelfond.ch,,Tavannes,2710,Belfond,2,,Geiser Pierre-André et Gladys,,,,,,,,,,,,,,,,,,,,,,
7.33074932295743,47.1899031589186,camp_site,Camping Les Oeuchettes,,+41 (0)32 342 63 07,Romont BE,2538,Chemin des Oeuchettes,22,,,,,,,,,,,,,,,,,,,,,,,,
7.34621614233769,47.1624091367695,camp_site,Seeland Camp,http://seeland-camp.ch,+41 32 377 26 86,Meinisberg,2554,Berg,5,,http://seeland-camp.ch,,,,,,,,,,,,,,,,,,,,,,
7.14136876389413,47.3339081899312,camp_site,Tariche,,,,,,,,,,,,,,,,,http://tariche.ch,,,,,,,,,,,,,
7.33671251638261,47.3569285387669,camp_site,La Grande Écluse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.40748912418687,47.1646855631122,camp_site,Zeltplatz Staad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.44744704506617,47.1897935209131,camp_site,Campingplatz Altreu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.52183040380636,47.1975561295322,camp_site,TCS Camping zum Muttenhof,https://www.tcs.ch/de/camping-reisen/camping/campingplaetze/standorte/solothurn.php,,Solothurn,4500,Glutzenhofstrasse,5,,TCS,,,,,,,,,,,,,,,,,,,,,,
7.41802451407594,47.3240224773726,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.47006941479274,47.3213621774456,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.4701438900949,47.3221141106344,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.47263737915419,47.3239812425763,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.60265018706749,47.4999246105437,camp_site,Camping Waldhort Reinach,https://www.camping-waldhort.ch/,,,,Heideweg,16,,,,,,,,,,,,,,,,,,,,,,,,
7.71582453000737,47.539219742701,camp_site,Camping und Schwimmbad am Rhein,https://www.camping-kaiseraugst.ch/,,,,,,,,,,,,,,,,,,,,yes,,Oct-Mar off,,,,,,,
7.58901142750407,47.5938489189852,camp_site,Camping Au Petit Port,campinghuningue.fr,+33 389 700 171,Huningue,68330,Allée des Marronniers,8,contact@campinghuningue.fr,,,yes,,yes,2,yes,FR,,,,,,,,,,,,,,,
7.66326615657891,47.624689267083,camp_site,Drei-Länder-Camp,https://www.dreilaendercamp.de/,+49 7621 82588,,,,,info@dreilaendercamp.de,,+49 7621 165034,,wlan,yes,,yes,,,,yes,,,yes,,,,,,,,,
7.88396302802455,47.1724276252951,camp_site,Camping Zegro,,,Grossdietwil,6146,Sandgrubenstrasse,1,,Philipp und Sandra Zettel-Vogel,,,,,,,CH,+41 62 9271424,http://www.loewen-grossdietwil.ch/,,,,,info@loewen-grossdietwil.ch,,,,,+41 62 9272639,,,
7.89490864646838,47.3155093080234,camp_site,Wiggerspitz,http://www.camping-aarburg.ch/,+41 62 791 58 10,,,,,info@camping-aarburg.ch,,,,,,3,,,,,,,,,,May-Sep,,,,,,,
7.74905603257952,47.4509807378729,camp_site,Campingplatz Talhaus,http://talhaus.ch,+41 76 438 20 43,,,,,,Talhaus AG,,yes,,,,,,,,,,,,,,,,,,,,
8.1259414926897,47.1450337273034,camp_site,St. Margrethen,,,Nottwil,6207,,,,,,,,,,,,,,,,,,,,,,,,,,
8.08652621321721,47.1746822144336,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.18806520305877,47.1243477704267,camp_site,TCS Camping Sempach,,+41 41 4601466,Sempach,6204,Seelandstrasse,6,,,,yes,wlan,,4,,,,,yes,,,,,"Jan off; Feb off; Mar 1-27 off; Oct 7-31 off; Nov off; Dec off",,,,,,,
8.22393457709125,47.2453595239803,camp_site,Seeblick,http://www.camping-seeblick.ch/,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,
8.39492106142996,47.2807685385105,camp_site,Reussbrücke,http://www.camping-zurich.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.21786052129052,47.3031970183117,camp_site,Campingplatz Tennwil,http://www.tennwil.ch/campingplatz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.10548455797673,47.4207013239895,camp_site,"Naturistengelände Chläb ""Födlesonni""",http://www.heliosport.ch/,+41 62 897 39 98,,,,,info@heliosport.ch,,,,,,,,,,,,,,,,,,,Chläbmatte,,,,
8.33920932471309,47.3554868188628,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.31064487771253,47.3768026934389,camp_site,Camping Sulz,https://www.camping-sulz.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.74161006171735,47.6280355430036,camp_site,Sport- & Freizeitverein Hüsingen e.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.83829780462937,47.5762882587009,camp_site,Camping Bachtalen,http://www.camping-moehlin.ch/,061 8515095,Möhlin,4313,,,info@camping-moehlin.ch,,,,,yes,,yes,CH,,,,,,,,,,,,,,,
7.88897412247347,47.5897666034087,camp_site,Zeltplatz Schwörstadt,http://www.zeltplatz-schwoerstadt.de/,+49 07762 8514,Schwörstadt,,Hauptstraße,1A,hermann.schoenau@t-online.de,,,,,,,,,,,,,,,,,,,,,,,
7.92828847601558,47.5460106362277,camp_site,Campingplatz Mumpf,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,
8.01925330278681,47.5006625129348,camp_site,Camping Frick,http://www.campingfrick.ch/,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,
8.0125194808055,47.5535968842338,camp_site,Naturcamping & Kanuverleih,,,,,,,,,,,,no,,yes,,,,,,,,,,,,,,,,
7.94225226394264,47.6372447115909,camp_site,Bauernhofcamping Rüttehof,http://www.camping-rickenbach.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0028724030728,47.657850145704,camp_site,Campingplatz Lochmatt,https://www.herrischried.de/sriscms/freizeit/campingplaetze.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.13848112863191,47.4813780173137,camp_site,Camping Bözberghöhe,,,Unterbözberg,5224,Neustalden,96,,,,,,,,,,,,,,,,,,,,,,,,
8.13755749066046,47.5635709891426,camp_site,Camping Waldesruh,http://www.campingwaldesruh.ch,+41 (0)62 875 22 63,Mettauertal,5276,Hintere Egg,115,waldesruh@swisscamps.ch,"Camping Waldesruh, Sutter & Co.",+41 (0)62 875 02 66,yes,,,,,,,,,,,,,,,,,,,,
8.22472568879864,47.6113854932179,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.30824043608137,47.582450810978,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.33598516934785,47.5728061140482,camp_site,Jugendzeltplatz Küssaberg,,,,,,,,Gemeinde Küssaberg,,,,,,,,,,,,,,,,,,,,,,
8.33746928178194,47.5723342607971,camp_site,Jugendzeltplatz Küssaberg,,,,,,,,Gemeinde Küssaberg,,,,,,,,,,,,,,,,,,,,,,
8.29965332902603,47.6042284717361,camp_site,Campingplatz Hochrhein,http://www.camping-hochrhein.de,+49 7741 4244,Küssaberg,79790,Oberdorf,56,,C & F am Rhein AG,,,,,,,DE,,,yes,,,,,,,,,,,,
8.38090837002408,47.5675494354716,camp_site,Campingplatz Lienheim,https://www.hohentengen.de/freizeit-und-tourismus/camping.html,"+49 7746 994; +49 1518 182688",Hohentengen am Hochrhein,79801,Rümikoner Straße,18,,,,,,,,,DE,,,,,,,,Apr-Oct,,,,,,,
8.43722134840091,47.5682068435481,camp_site,Hohentengen,https://www.hohentengen.de/freizeit-und-tourismus/camping.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.248343113396,47.6477179523087,camp_site,Campingplatz Schlüchttal,http://www.campingplatz-schluechttal.de/,+49 7741 2034,,,,,info@campingplatz-schluechttal.de,,+49 7741 808659,,,,,,,,,,,,,,,,,,,,,
8.31919215901265,47.7139877697497,camp_site,,,,,,Badstraße,11a,,,,,,,,,,,,,,,,,,,,,,,,
8.34604222674085,47.7188462280258,camp_site,Stockenmühle,,+49 7743 91126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.29193855858614,47.7521745171344,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.90135141425316,45.993566202566,camp_site,Molinazzo,,+41-(0)91-605-1757,Agno,6982,Via Acquacalda,15,,,,,,,,,,,,,,,,,,,,,,,,
8.904266048553,45.9945916945442,camp_site,La Palma,,+41-(0)91-605-2561,Agno,6982,Via Molinazzo,21,,,,,,,,,,,,,,,,,,,,,,,,
8.90680091987744,45.9958773442912,camp_site,Eurocampo,http://www.eurocampo.ch,+41-(0)91-605-2114,Agno,6982,Via Molinazzo,9,,,,,,,,,,,,,,,,,,,,,,,,
8.90935988562024,45.9949642843558,camp_site,TCS Camping Lugano,https://www.tcs.ch/it/viaggi-camping/camping/offerte/lugano.php,,Muzzano,6933,Via alla Foce,14,,TCS,,,,,,,,,,,,,,,,,,,,,,
8.9406541196512,46.0323059459895,camp_site,Camping Moretto,https://www.camping-moretto.ch/,+41 91 966 76 62,Cureglia,6944,Moretto,3,camping.moretto@skybusiness.ch,Sky Business Spycher,,,,,,,,,,,,,,,,,,,,,,
8.97967568674978,45.9233022489899,camp_site,Camping Paradiso Lago,https://camping-paradiso.ch/,+41 91 6482863,Melano,6818,Via Pedreta,26,info@camping-paradiso.ch,Camping Paradiso Lago,,yes,,,,,CH,,,,,366,,,,,,,,,,
8.97675986987094,45.9281142023044,camp_site,Monte Generoso,https://www.montegeneroso.ch/de/35/camping.aspx,+41 91 649 83 33,Melano,6818,Via Tannini,12,camping@montegeneroso.ch,,,yes,,,,,,,,,,,,,,,,,,,,
9.04399570924897,45.9776138142917,camp_site,Camping Pian delle Noci,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
8.72923638304622,46.1772876465373,camp_site,Camping Melezza (Zandone),http://www.campeggiozandone.ch/,+41917916563,Losone,6616,Via Arbigo,,,,,,,,,,,,,,,,,,,,,,,,,
8.7432009137628,46.2005829688061,camp_site,Piccolo Paradiso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.74181896915995,46.2210544916929,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.83840555802882,46.1423781747493,camp_site,Bellavista,http://www.campingbellavista.ch,+41 (0)91 795 14 77,,,,,info@campingbellavista.ch,,,,yes,,,,,,,,,,,,,,,,,,,
8.92059870557141,46.085175493571,camp_site,Camping Palazzina,,+41 (0)91 946 14 67,Mezzovico-Vira,6805,Via la Palazzina,2,campalazzina@bluewin.ch,Famiglia Scoglio,+41 (0)91 946 14 67,,no,,,,,,,yes,,,,,,,,,,,,
8.9300541957539,46.0735399252599,camp_site,Campeggio Taverne,https://campeggiotaverne.ch/,+41 (0)91 945 11 98,,,,,,Familie Ulrich Bösiger,,,no,,,,,,,yes,,,,,,,,,,,,
8.92110613005405,46.0863613883526,camp_site,Camping Palazzina,,,Mezzovico-Vira,6805,Via La Palazzina,,,Famiglia Scoglio,,,,,,,,,,,,,,,,,,,,,,
8.80150532207501,46.1550465642743,camp_site,Delta Camping,http://campingdelta.ch,,Locarno,6600,Via Gioacchino Respini,7,,,,,,yes,,yes,,,,,,,,,,,,,,,,
8.85404481236428,46.1673250802816,camp_site,Camping Campofelice,https://www.campofelice.ch/,,Tenero,6598,Via alle Brere,,,,,,yes,,5,,,,,,no,,,,,,,,,,,
8.85268612096693,46.1692623539152,camp_site,CLM - Camping Lago Maggiore,http://www.clm.ch/,+41 (0) 91 745 18 48,Tenero,6598,Via Lido,2,,Famiglia Grassi,+41 (0) 91 745 43 18,,,,,,,,,,,,,,,,,,,,,
8.84681097460481,46.1718839227022,camp_site,Rivabella,http://www.camping-rivabella.ch/,+41 (0)79 207 02 80,Tenero,6598,Via Naviglio,11,info@camping-rivabella.ch,Famiglia Tognetti,+41 (0)91 745 66 38,,,,,,,,,,,,,,,,,,,,,
8.84649226215874,46.1729222509609,camp_site,Camping Miralago,http://www.camping-miralago.ch/,+41 (0)91 745 12 55,Tenero,6598,Via Roncaccio,,info@camping-miralago.ch,Caravan Camping Miralago S.A.,,,wlan,,,,,,,,no,,,,,,,,,,,
8.84560988404886,46.1749813744405,camp_site,Tamaro,http://www.campingtamaro.ch/,+41 (0)91 745 21 61,Tenero,6598,Via Mappo,32,,Famiglia Zanolini,+41 (0)91 745 66 36,,,,,,,,,yes,,,,,,,,,,,,
8.84348818469675,46.1758882235388,camp_site,Lido Mappo,http://www.lidomappo.ch/,+41 (0)91 745 14 37,Tenero,6598,Via Mappo,,camping@lidomappo.ch,,+41 (0)91 745 48 08,,,,,,,,,,,,,,,,,,,,,
8.91447543299308,46.1687209935958,camp_site,Park Camping Riarena,https://www.camping-riarena.ch/,+41 (0)91 859 16 88,Cugnasco,6516,,,camping.riarena@bluewin.ch,Beat Koller,+41 (0)91 859 28 85,,,,,,,,,,,,,,,,,,,,,
8.93266053953242,46.1703304580842,camp_site,Isola,http://www.camping-isola.ch/,,Gudo,6515,Al Gaggioletto,3,,,,,,,,,,,,,,,,,,,,,,,,
9.03829226451313,46.2117183661335,camp_site,Camping Bellinzona,http://www.tcs-camping.ch,,,,,,camping.bellinzona@tcs.ch,TCS,,,,,,,,,,,,,,,,,,,,,,
8.81239685067183,46.2710874165641,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.01890865436084,46.2656887434136,camp_site,Al Censo,http://www.alcenso.ch,+41-91-863-1753,Claro,6702,Al Campeggio,2,,,+41-91-863-4022,yes,wlan,yes,,yes,,,,,no,,,,,,customers,,,,,
9.20017732938049,46.3111511927126,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.71049121607726,46.4056279392035,camp_site,Plan Curtinac,https://www.camping-maloja.ch/,,Maloja,7516,,,info@camping-maloja.ch,Pittin & Co,,,,,,,,,,,,,,,,,,,,,,
8.52186465367883,46.6515746424835,camp_site,Mattli,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,
8.59158032132554,46.6316217317945,camp_site,Gotthard Camping Andermatt,,,,,,,,,,,,no,,yes,,,,,,,,,,,,,,,,
8.75501916877338,46.6731812733193,camp_site,Naturcampingplatz Rueras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.75482825,46.6738128,camp_site,Campadi Rein,https://www.campadi-rein.ch/,+41 79 126 80 61,,,,,info@campadi-rein.ch,,,,,,,,,,,,,,,,,,,,,,,yes
8.85373204950699,46.6974428771452,camp_site,Fontanivas,https://www.tcs.ch/de/camping-reisen/camping/campingplaetze/standorte/disentis.php#wEmpty,+41 81 947 44 22,,7180,Via Fontanivas,9,camping.disentis@tcs.ch,,,,,,,,,,,,,,,,,,,,,,,
8.99512310141653,46.7403765437949,camp_site,Campingplatz Trun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
