X,Y,tourism,building,name,addr:housenumber,addr:street,addr:postcode,addr:city,website,addr:country,phone,amenity,email,contact:phone,internet_access,contact:website,operator,ele,contact:email,cuisine,internet_access:fee,rooms,wheelchair,addr:housename,guest_house,smoking,building:levels,opening_hours,addr:suburb,contact:mobile,fax,addr:place,beds,capacity,description,stars,building:roof,name:de
8.99660076696954,46.0917434732845,guest_house,yes,Agriturismo Alpe Rompiago,,,,Bidogno,,,+41 (0)91 9434849,restaurant,,,,,,,,,,,,,,,,,,,,Alpe di Rompiago,,,,,,
9.08433954675657,46.0881604845125,guest_house,yes,Agriturismo Capanna Alpe Cottino,,,,Bogno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.99525464891976,46.2107916258657,guest_house,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.1727929,46.27057405,guest_house,detached,Ca al Pont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.02399615,46.38147195,guest_house,yes,Sassal Masone,,,,,http://www.sassalmasone.ch,,+41 81 844 03 23,restaurant,info@sassalmasone.ch,,,,,2355,,regional,,,,,,,,,,,,,,,,,,
10.0337935287402,46.3748882701246,guest_house,yes,Belvedere,,,,,http://www.belvedere-engadin.ch/,,+41 81 844 03 14,restaurant,info@belvedere-alpgruem.ch,,,,,2189,,,,,,,,,,,,,,,,,,,,
8.5018647,46.59834115,guest_house,yes,Garni Alpenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.500215,46.5995029,guest_house,yes,Blueberry Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.56570485739769,46.6180396001937,guest_house,yes,Rössli - Ferienhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.5702522,46.6196727,guest_house,yes,Krone,,,,,,,+41418871429,,krone.hospental@bluewin.ch,,,,,,,,,,,,,,3,,,,,,,,,,,
8.62760433240476,46.737961009294,guest_house,yes,Gasthaus Bergheim,2,Bitzistrasse,,,http://www.gasthaus-bergheim.ch/,,+41 41 885 16 28,restaurant,,,,,,,,regional,,,,,,,,Th-Tu,,,,,,,,,,
9.12304921116816,46.5778418996814,guest_house,yes,Gasthaus Zervreila Schlittenvermietung,,,,,http://www.zervreila.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.49717599800125,46.9026289001946,guest_house,yes,Schlaf im Stroh,,,,,,,,,,,,,Furrer Kneiwies,,,,,,,,,,,,,,,,,,,,,
8.52815445803525,46.8800721002248,guest_house,yes,Bergrestaurant Bywaldalp,,,,,,,,restaurant,,,,,,,,swiss,,,,,,,,,,,,,,,,,,
8.73292763380101,46.7767060494489,guest_house,yes,Gasthaus Edelweiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.77113626642633,46.8311510997983,guest_house,yes,Ruchenhüttli,,,,,http://www.ruchenhuettli.ch/phone/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.45712141969467,46.9707474497322,guest_house,yes,,71,Buochserstrasse,6375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.58611753149047,46.9661132936738,guest_house,yes,Waldhütte,,Tannwald,6377,Seelisberg,,,,,,,,,Gemeinde Seelisberg,,,,,,,,,,,,,,,,,,,,,
8.65635192058057,47.0638648849452,guest_house,yes,Berggasthaus Herrenboden,,,6417,Sattel Hochstuckli,http://www.herrenboden.ch,CH,,restaurant,,,,,,,,regional,,,yes,,,,,,,,,,,,,,,
8.64973535,47.0672525,guest_house,yes,Berggasthaus Mostelberg,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,
9.17858075083219,46.612207950009,guest_house,yes,Gästehaus Balma,166A,Balma,7132,Vals,,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.1806922933633,46.6180437998165,guest_house,house,Edelweiss,60,Dorfplatz,7132,Vals,,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.18201733582902,46.6206279036171,guest_house,house,Garni Schnider,35,Poststrasse,7132,Vals,,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.27575861677046,46.6143182568694,guest_house,yes,B&B Wanna,Wanna,Thalkirch,7109,,,,,,,+41 81 647 11 76,,,,,bnb.wanna@gmail.com,,,,,Bed&Breakfast Wanna,,,,,,,,,,,,,,
9.27602910021331,46.6247091498854,guest_house,yes,Berggasthof Turrahus,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,
9.41617575245611,46.6394050999597,guest_house,yes,Pensiun Laresch,163A,Plàn da Crusch,,Mathon,https://www.laresch.ch/,CH,,,,,,,Lukas Hug & Marianne Peyer Hug,,,,,,,,bed_and_breakfast,,,,,,,Gurschegn,,,,,,
9.71728845,46.46994415,guest_house,yes,Ospizio La Veduta,770,Ospiz dal Giüglia,,Bivio,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,Julier Hospiz
9.79604760486627,46.4604041817345,guest_house,yes,,1,Via dal Farrer,7513,Silvaplana,,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.79629493927745,46.4603403185908,guest_house,yes,Conrad’s Mountain Lodge,1,Via dal Farrer,7513,Silvaplana,,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.53572875854309,46.7138793960287,guest_house,yes,Gruppenferienhaus Raschainas,3,Voa Tgantieni,,,,,,,,+41 76 581 45 38,,http://raschainas.ch,,,info@raschainas.ch,,,4,,,,,,,,,,,87,,,,,
9.5360211,46.71421325,guest_house,yes,Bed and Breakfast & Studio Raschainas,2A,Voa Tgantieni,,,,,,,,+41 76 581 45 38,,http://raschainas.ch,,,info@raschainas.ch,,,4,,,,,,,,,,,,,,4,,
9.75219918678738,46.6353500959076,guest_house,yes,Latscherbetten,,,,,http://www.latscherbetten.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.83761810902406,46.5825196001259,guest_house,yes,Gasthaus Albula Hospiz,30,Via d'Alvra,7522,La Punt-Chamues-ch,https://albulahospiz.ch/,,,,,,,,,2315,,,,,,,,,,,,,,,,,,,,
9.17265144564103,46.9203850997936,guest_house,yes,Gasthaus Sonne,24,Dorf,,,http://www.sonne-elm.ch/,,+41 55 642 12 32,restaurant,mail@sonne-elm.ch,,,,,,,regional,,,,,,,,,,,+41 55 642 19 38,,,,,,,
9.55889169923144,46.7668121498105,guest_house,yes,Kiwi Lodge,,,7075,Parpan,,CH,,,,,yes,,,,,,,,,Kiwi Lodge,,,,,,,,,,,,,,
9.53421463505813,46.8483780230137,guest_house,hotel,Marsöl,25,Süsswinkelgasse,7000,Chur,http://www.marsoel.ch,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.80883031109514,46.7772211503786,guest_house,yes,Gasthaus Islen,,,,,http://www.islen.ch/,,,,,,,,,,,,,,no,,,,,,,,,,,,,,tile,
9.82542249136149,46.7984397962431,guest_house,yes,Pfadiheim Davos,5,Eisbahnstrasse,7270,,,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.5279476,47.02954505,guest_house,yes,Gasthof St. Luzisteig,3,St. Luzisteig,7304,Maienfeld,http://www.gasthof-luzisteig.ch/,CH,+41 81 3027222,restaurant,info@gasthof-luzisteig.ch,,,,Andrea Keller,,,regional,,,limited,,,,,Th off,,,+41 81 3027434,,,,,,,
8.69346176650709,47.2560987998623,guest_house,yes,Bibel- und Erholungsheim,41,Hofenstrasse,8708,Männedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.69399337814413,47.2560924755468,guest_house,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.69329285,47.2563623,guest_house,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.48647115729269,47.3533601503394,guest_house,yes,Im Sonnenbühl,,,,,http://www.imsonnenbuehl.com,,,,,,,,,,,,,,,,bed_and_breakfast,,,,,,,,,,,,,
8.52820490723865,47.3494374360987,guest_house,yes,Pension Promos,85,Mutschellenstrasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.52908785610678,47.3743439630011,guest_house,yes,Josephine's Guesthouse for Women,,,,,https://www.josephines.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.54567707080782,47.3957552602254,guest_house,yes,Academia Appartments,2,Langensteinenstrasse,8057,Zürich,,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.85363923593889,47.1888753905841,guest_house,yes,Villa am Park,18,Gartenstrasse,8853,Lachen,http://www.lachen.ch/de/tourismus/hotels/?action=showunternehmen&unternehmen_id=69801,CH,,,,,yes,,,,,,no,,no,,,no,,,,,,,,,,,,
8.87750967718549,47.3681870491477,guest_house,,Babo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.5731846081248,47.627113450054,guest_house,yes,Engelscheune,39,Hauptstraße,79807,Lottstetten,http://www.engelscheune.de,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.70924538991121,47.4917710263391,guest_house,yes,Die Bleibe,14,Einfangstrasse,8406,Winterthur,https://www.diebleibe.ch/,,+41 52 202 13 71,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.78726055850639,47.5216789455774,guest_house,yes,Gasthof Storchen,8,Gemeindehausstrasse,8542,Wiesendangen,http://www.gasthof-storchen.ch/,,,,,,wlan,,Familie Pulfer,,,,no,10,,,,outside,,,,,,,,,,,tile,
8.63624083739932,47.6703500500351,guest_house,yes,Hirschen,,,,,http://www.hirschenuhwiesen.ch,,+41 52 659 31 07,restaurant,,,,,Markus Bock,,,regional,,,,,,,,,,,,,,,,,,
8.6791952,47.69006365,guest_house,commercial,Bed & Breakfast,62,Schaffhauser Straße,78266,Büsingen,,DE,,,,,,,Irene Kaspar,,,,,,,,,,,,,,,,,,,,,
8.86445382833908,47.4928455495993,guest_house,yes,,3,Untermühle,8353,Elgg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.8663420152951,47.4912923442833,guest_house,yes,Gasthaus Eintrach,36,Bahnhofstrasse,8353,Elgg,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,
8.91304010120806,47.5558592104843,guest_house,yes,Pfadihaus Mühletobel,80,Mühletobelstrasse,8500,,http://www.herberge-frauenfeld.ch/Pfadihaus.htm,,,,,+41 52 720 54 53,,,,,kolb_hofmann@bluewin.ch,,,,,,,,,,,,,,,,"Raum für 40-45 Personen mit einfacher Ausstattung kann gemietet werden. Küche mit Gaskochstelle und Kühlschrank (Geschirr, Besteck, Gläser vorhanden), WC und Pissoir, nur beschränkt heizbar. Aussensitzplatz mit 2 Festbankgarnituren, Holzcheminée und Gasgr",,,
9.0310781904046,47.5272668994291,guest_house,yes,Gasthaus Löwen,1,Märwilerstrasse,,,,,,restaurant,,+41 71 917 14 25,,http://www.loewenaffeltrangen.ch,,,loewenaffeltrangen@bluewin.ch,,,,,,,,,"Tu-Sa 11:00-14:00,17:00+",,,,,,,,,,
8.91047171412491,47.6558819002811,guest_house,yes,Gästehaus Stöhr,1,Uferweg,78337,Öhningen,,DE,+49 7735 3150,,,,wlan,,,,,,,,no,,,no,,,Kattenhorn,,,,,,,,,
9.2085086,47.12949485,guest_house,yes,Kubli-Huus,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,
9.29677939661501,47.182588582304,guest_house,hotel,Berghotel Sellamatt,,,9656,Alt St. Johann,,CH,,,,,wlan,http://www.sellamatt.ch/,,,berghotel@sellamatt.ch,,,,yes,Sellamatt,,,,,,,,,,,,,,
9.18428594212291,47.2451702000716,guest_house,yes,Chromen,,,,,,,+41 71 994 33 74,,,,,,,,,,,,,,bed_and_breakfast,,,,,,,,,,,,,
9.30253256548536,47.1992018942458,guest_house,house,Bergheim,,,,,,,,,,,wlan,,,,,,no,,no,,,no,,,,,,,,,,,,
9.32610960000133,47.1924219003325,guest_house,commercial,Gade Lodge,39,Hintere Schwendistrasse,9657,Unterwasser,,CH,,,,,,,,,,,,,,Gade Lodge,,,,,,,,,,,,,,
9.42469343686794,47.2530870861562,guest_house,yes,Berggasthaus Bollenwees,,,9058,Brülisau,https://www.bollenwees.ch/,CH,+41 71 799 11 70,restaurant,,,,,,1470,,,,,,,,,,,,,,,,,,,,
9.28129205,47.31393,guest_house,yes,Chez Lise,1474,Hinteregg,9107,Urnäsch,https://chezlise.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.24850417922112,47.3499641488821,guest_house,yes,Gästehaus Kreuz,79,Egg,9103,Schwellbrunn,,,,,,,,,B. Frischknecht,,,,,,,,,,,,,,,,,,,,,
9.25004525690473,47.3525904269543,guest_house,yes,Gästehaus Rössli,42,Dorf,9103,Schwellbrunn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.32617938118219,47.3502732678479,guest_house,yes,Alpenrose,236,Sondernasse,9064,Hundwil,,CH,,restaurant,,+41 71 3671272,,http://alpenrose-hundwil.ch,,972,,regional,,,,,,,,"Mo, Tu, Fr 13:00-19:00; Sa, Su 09:00-19:00, ""call us""",,,,,,40,,,,
9.33222637879018,47.3407087303846,guest_house,yes,Hundwiler Höhi,,,9064,Hundwil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.104079297999,46.4826172499652,guest_house,yes,Albergo Forcola,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1264687751943,46.527794949561,guest_house,yes,Homelywood,,,,,,,,,,,wlan,,,,,,no,,,,,,,,,,,,,,,,,
10.1308039558098,46.532464850154,guest_house,yes,Baita Diletta,285,Via Rin da Rin,23030,Livigno,http://baitadiletta.it,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.13937115,46.5300655,guest_house,yes,Residence Attila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1405816940281,46.547775849826,guest_house,yes,Chalet Moon,46,Via Rasia,23030,Livigno,http://www.chaletmoon.com/,IT,+39 0342 970059,,info@chaletmoon.com,,wlan,,,,,,no,,no,,,,,,,,+39 0342 974205,,,,,,,
10.1366382198535,46.5513974501825,guest_house,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.84899834923956,46.7973475325014,guest_house,yes,Shima,63,Dischmastrasse,7260,Davos Dorf,https://www.shima-davos.ch/,CH,+41 81 410 12 00,,info@shima-davos.ch,,,,,,,,,,,,,,,,,,,,,,,,,
9.8993944016263,46.8007872500313,guest_house,yes,Alpenrose,,,,,https://www.davos-alpenrose.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.91975098344955,46.7868049855391,guest_house,yes,Zum Tschuggen,,,,,http://www.zumtschuggen.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.85124957034959,46.8116162060446,guest_house,house,Zur Stilli,2,Stillistrasse,7260,Davos Dorf,https://www.stilli-davos.ch/,CH,+41 81 416 33 28,,h.stiffler@bluewin.ch,,,,,,,,,,,Zur Stilli,,,3,,,,,,,,,,tile,
9.8665609934824,46.8415010804154,guest_house,yes,Pension Seeblick,,,,,http://www.pension-seeblick.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.92025343213233,46.9598935577635,guest_house,commercial,Berghotel Vergalden,,,,,http://www.berghotel-vergalden.at/,,+43 5557/6321,,berghotel.vergalden@aon.at,,,,Fam. Ludwig Braunger,,,,,,,,,,,,,,+43 5557/6321-4,,,,,,,
