X,Y,tourism,name,addr:street,website,addr:postcode,addr:housenumber,addr:city,phone,addr:country,amenity,stars,wheelchair,internet_access,operator,email,internet_access:fee,contact:phone,contact:email,contact:website,rooms,contact:fax,fax,cuisine,opening_hours,smoking,toilets:wheelchair,alt_name,beds,wikidata,brand,outdoor_seating,ele,name:de,wheelchair:description
7.4425105,46.947538,hotel,Bristol,,https://bristolbern.ch,,,,,,,4,,wlan,Best Western,,no,+41 31 3110101,welcome@bristolbern.ch,,92,+41 31 3119479,,,,separated,,,125,,,,,,
7.4431462,46.9475154,hotel,Bären,,https://baerenbern.ch,,,,,,,4,,wlan,Best Western,,no,+41 31 3113367,reception@baerenbern.ch,https://baerenbern.ch/de/kontakt.html,57,+41 31 3116983,,,,no,,,64,,,,,,
7.4410493,46.9488149,hotel,Schweizerhof,,,,,,,,,5,yes,wlan,,,no,+41 31 3268080,info@schweizerhof-bern.ch,http://ww.schweizerhof-bern.ch,99,+41 31 3268083,,,24/7,,,Hotel Schweizerhof,170,,,,,,
7.4420283,46.9491886,hotel,Savoy,Neuengasse,,3011,26,Bern,,CH,,4,yes,wlan,ZG Hotels - H. Zurbrügg & M. Gauer AG,,,+41 31 3114405,reservation-sav@zghotels.ch,http://www.hotel-savoy-bern.ch,54,+41 31 3121978,,,,,,Hotel Savoy,97,,,,,,
7.4467508,46.946615,hotel,Bellevue Palace,Kochergasse,https://www.bellevue-palace.ch/,3011,3-5,Bern,,CH,,5,yes,wlan,Victoria-Jungfrau Collection AG,,no,+41 31 3204545,info@bellevue-palace.ch,https://www.bellevue-palace.ch/en/hotel-destination/access,128,+41 31 3204646,,,24/7,separated,yes,Hotel Bellevue Palace AG,222,,,,,,
7.4445342,46.9488838,hotel,Kreuz,,,,,,,,,,yes,yes,Hotel Kreuz Bern AG,,no,+41 31 3299595,info@kreuzbern.ch,http://www.kreuzbern.ch,,+41 31 3299596,,,,,,Hotel Kreuz,,,,,,,
7.4446885,46.9492876,hotel,Metropole,,http://www.hotelmetropole.ch,,,,,,,,,wlan,,,yes,+41 31 3299494,info@hotelmetropole.ch,http://hotelmetropole.ch/en_UK/contact,,+41 31 3299495,,,,,,Hotel Metropole,,,,,,,
7.4463572,46.9486987,hotel,Hotel Bern,,https://www.hotel-bern.ch/,,,,,,,,yes,wlan,,,no,+41 31 3292222,reception@hotelbern.ch,http://hotel-bern.ch,99,+41 31 3292299,,,,,,"Hotel Bern;BEST WESTERN HOTELBERN",150,Q2531969,Best Western,,,,
7.4487047,46.9486884,hotel,Goldener Schlüssel,,https://hotel-goldener-schluessel.ch,,,,,,,,limited,wlan,Marianne & Jost Troxler,,no,+41 31 3110216,info@goldener-schluessel.ch,http://www.goldener-schluessel.ch/contact-us/,,+41 31 3115688,,,,,,Hotel Restaurant Goldener Schlüssel,,,,,,,
7.4481076,46.9551329,hotel,Marthahaus,Wyttenbachstrasse,,3013,22a,Bern,,CH,,,,yes,,,no,+41 31 332 41 35,info@marthahaus.ch,http://www.marthahaus.ch,,+41 31 333 33 86,,,,no,,Hotel-Pension Marthahaus,,,,,,,
7.4556746,46.9485384,hotel,Nydeck,,,,,,,,,,no,wlan,,,no,+41 31 3118686,info@hotelnydeck.ch,http://www.hotelnydeck.ch,,+41 31 3122040,,,,separated,,Hotel Nydeck,,,,,,,
7.4553275,46.9488337,hotel,Belle Epoque,Gerechtigkeitsgasse,http://www.belle-epoque.ch/hotel-bern/en/hotel.html,3011,18,Bern,,CH,,4,,wlan,BE Hotel Management AG,,no,+41 31 3114336,info@belle-epoque.ch,http://www.belle-epoque.ch/hotel-bern/en/kontakt.html,17,+41 31 3113936,,,,,,Hotel Belle Epoque,35,,,,,,
7.4593357,46.9483156,hotel,Zollhaus,,https://zollhausbern.ch,,,,,,,,,,Altes Tramdepot Brauerei Restaurant AG,,,+41 31 3681415,info@zollhausbern.ch,,,,,,,,,Zollhaus Pop-up Hotel Bern,,,,,,,
7.4589913,46.9500345,hotel,Landhaus,Altenbergstrasse,http://www.albertfrida.ch,3013,4,Bern,,CH,,,,wlan,Albert & Frida GmbH,,,+41 31 3480305,hotel@albertfrida.ch,http://www.albertfrida.ch/index.php/kontakt.html,,,,,,,,Albert & Frida,,,,,,,
7.4491287,46.9531293,hotel,Allegro,Kornhausstrasse,http://www.kursaal-bern.ch/Hotel,3013,3,Bern,,CH,,4S,yes,wlan,Hotel Allegro Bern AG,,no,+41 31 3395500,reservation@kursaal-bern.ch,,171,+41 31 3395510,,,,,,Kursaal,292,,,,,,
7.4394202,46.9611167,hotel,Innere Enge,Engestrasse,https://innere-enge.ch/,3012,54,Bern,,CH,,4,yes,wlan,ZG Hotels - H. Zurbrügg & M. Gauer AG,,no,+41 31 3096111,reservation-ieb@zghotels.ch,,26,+41 31 3096112,,,,,,Hotel Innere Enge,52,,,,,,
7.4531371,46.9562563,hotel,Waldhorn,Waldhöheweg,http://www.waldhorn.ch,3013,2,Bern,,CH,,,,wlan,,,no,+41 31 3322343,hotel@waldhorn.ch,http://www.waldhorn.ch,,+41 31 3321869,,,,,,Hotel Waldhorn,,,,,,,
7.4569599,46.9569337,hotel,Hotel Alpenblick,Kasernenstrasse,http://www.alpenblick-bern.ch,3013,29,Bern,,CH,,3,,wlan,,,no,+41 31 3356666,alpenblick@welcomehotels.ch,,,+41 31 3356655,,,24/7,no,,Hotel Alpenblick,,,,,,,
7.4578605,46.9589195,hotel,Hotel Jardin Bern,Militärstrasse,https://www.hotel-jardin.ch/,3014,38,Bern,+41 31 333 01 17,CH,,3,,wlan,Gebrüder Andreas und Daniel Balz,info@hotel-jardin.ch,no,+41 31 3330117,info@hotel-jardin.ch,https://www.hotel-jardin.ch/en/contact/,24,+41 31 3330943,+41 31 333 09 43,,Mo-Su 07:00-23:00,outside,,Hotel Jardin Bern,,,,,,,
7.4641555,46.9585241,hotel,ibis Bern Expo,Guisanplatz,,3014,4,Bern,,CH,,,yes,wlan,Accor,,yes,+41 31 335 12 10,h5007@accor.com,http://www.ibis.com/de/hotel-5007-ibis-bern-expo/index.shtml,,+41 31 335 12 00,,,,no,,H5007,,,ibis,,,,
7.4643305,46.9586496,hotel,ibis budget Bern Expo,Guisanplatz,http://www.ibis.com/de/hotel-5049-ibis-budget-bern-expo-ex-etap-hotel/index.shtml,3014,4,Bern,,CH,,,yes,wlan,Accor,,no,+41 31 3351212,h5049@accor.com,,,,,,,no,,H5049,,,ibis budget,,,,
7.4639379,46.9587487,hotel,Novotel Bern Expo,Guisanplatz,,3014,2,Bern,,CH,,4,yes,wlan,Accor,,no,+41 31 339 09 09,h5009@accor.com,http://www.novotel.com/de/hotel-5009-novotel-bern-expo/index.shtml,112,+41 31 339 09 10,,,,no,,H5009,224,,Novotel,,,,
7.462451,47.0021936,hotel,Bahnhof Zollikofen,,https://www.hotel-bahnhof-zollikofen.ch/,,,,+41 319111658,,,2,,,,,,,,,,,,,,,,,,,,,,,
7.4522525,47.0195078,hotel,Hotel Löwen,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,
7.4518848,47.0203489,hotel,Wilhelm Tell,,,,,,,,,2,,,,,,,,,24,,,,,,,,,,,,,,
7.5242493,46.9586645,hotel,Linde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.3862558,47.0424211,hotel,Bahnhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.4329122,47.0363238,hotel,Hotel Paradiso,Schönbrunnen,,3053,2,Lätti,,CH,,,,,,,,,,,,,,,,,,,,,,,,,
7.5979652,46.9397478,hotel,Rüttihubelbad,Rüttihubel,,3512,28,Walkringen,,CH,,,limited,,,,,,,,,,,,,,yes,,,,,,,,
7.6548388,47.0167028,hotel,Kalchofen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.689634,47.0074065,hotel,Landgasthof Ochsen,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
7.6190401,47.0526107,hotel,Steinhof,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,
7.62419,47.0527357,hotel,Carrera,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,
7.621416,47.0598478,hotel,Berchthold,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,
7.6292611,47.0539927,hotel,Landhaus,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,
7.626763,47.0564139,hotel,,Kirchbühl,,3400,2,Burgdorf,,CH,,,,,,,,,,,,,,,,,,,,,,,,,
7.6267447,47.0564765,hotel,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,
7.5672822,47.0706196,hotel,Hotel Lyssach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.607899,47.1002135,hotel,Ruedswilbad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.7766724,46.410706,hotel,Alpine Village,,,,,,,,,,,,Alpine Village,,,,,,,,,,,,,,,,,,,,
7.7719744,46.4134483,hotel,zur Wildi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8072505,46.4140816,hotel,Nest- und Bietschhorn,Ried,,3919,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8206871,46.4211142,hotel,Edelweiss,,,,,,,,restaurant,,,,,,,+41 279391363,,,,,,,,,,,,,,,,,
7.8567784,46.4338705,hotel,Fafleralp,Im Paradies,,3919,,Fafleralp,,,restaurant,,no,,Olivier Jaggy,,,+41 27 939 14 51,welcome@fafleralp.ch,https://www.fafleralp.ch,56,,,regional,,,,,150,,,yes,,,
7.7615997,46.5473464,hotel,Hotelzentrum Griesalp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.7588951,46.5492096,hotel,Hotel Waldrand,,http://www.waldrand-pochtenalp.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.7643859,46.5503435,hotel,Golderli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8916784,46.5488497,hotel,Mittagshorn,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,
7.9025091,46.5450318,hotel,Hotel Restaurant Stechelberg,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,
7.8941471,46.5604772,hotel,Bellevue,Lus,,3825,1050a,Mürren,,CH,,3,no,,,,,,,,,,,,,,,,,,,,1642,,
7.9073447,46.5925169,hotel,Hotel Horner,,http://www.hornerpub.ch/hotel/,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,
7.907101,46.5939409,hotel,Jungfrau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.907235,46.5948963,hotel,Schützen,,http://www.hotelschuetzen.com/,,,,+41 33 855 50 50,,,,,,,holidays@hotelschuetzen.com,,,,,,,,,,,,,,,,,,,
7.9073139,46.5956397,hotel,Oberland,,https://www.hoteloberland.ch/,,,,+41338551241,,,,,,Ursula and Mark Nolan,info@hoteloberland.ch,,,,,,,,,,,,,,,,,,,
7.9077477,46.5932901,hotel,Staubbach,Im Rohr,,3822,424f,Lauterbrunnen,,CH,,,,,,,,,,,,,,,,,,,,,,,,,
7.9081266,46.5930763,hotel,Chalet im Rohr,Im Rohr,,3822,424,Lauterbrunnen,,CH,,,,,,,,,,,,,,,,,,,,,,,,,
7.9067155,46.598362,hotel,Silberhorn,Bir Zuben,,3822,,Lauterbrunnen,,CH,,3,no,wlan,Andres und Beat von Allmen-Müller,,,+41 33 856 22 10,info@silberhorn.com,http://www.silberhorn.com,,+41 33 855 42 13,,,,,,,,,,,,,
7.8706885,46.6655174,hotel,Hirschen,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,
7.8721167,46.6648128,hotel,Gasthaus Steinbock,,https://www.gasthaus-steinbock.ch/,3814,,Gsteigwiler,+41 33 823 30 01,,,,,,,,,,,,,,,,,,,,,,,,,,
7.9094902,46.6511924,hotel,Schynige Platte,,https://hotelschynigeplatte.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.7718492,46.6895474,hotel,Zeit- & Traumhotel Beatus,,https://www.zeithotel.ch/,,,,+41 33 841 03 45,,,,no,yes,,info@zeithotel.ch,no,,,,,,+41 33 841 03 46,,,no,,,,,,,,,
7.7952382,46.687438,hotel,Beatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8177764,46.6788311,hotel,Neuhaus Golf- und Strandhotel,,https://www.hotel-neuhaus.ch/,,,,+41 33 822 93 30,,,3,,,Familie Ritschard und Zenger,neuhaus@quicknet.ch,,,,,44,,+41 33 823 29 91,,,no,,,,,,,,,
7.793279,46.6970363,hotel,Gästehaus sbt,,https://gaestehaus.ch/,,,,+41 33 841 80 00,,,,,,,,,,info@gaestehaus.ch,,,,,,,,,,,,,,,,
7.8094755,46.7021993,hotel,Ula's Holiday Apartments,,,,,,,,,,,,Ursula Grossniklaus,,,,,,,,,,,outside,,,,,,,,,
7.8109735,46.7023086,hotel,Hotel Beausite,,https://www.hotel-beausite.ch/,,,,+41 (0)33 841 19 41,,,,,wlan,Rita und Kaspar Pfeiffer-Schneiter,ferien@hotel-beausite.ch,,,,,,,,,,no,,,,,,,,,
7.8097412,46.7036213,hotel,Waldegg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8282892,46.6810397,hotel,Salzano Hotel Spa Restaurant,Seestrasse,https://salzano.ch/,3800,108,Unterseen,+41 33 821 00 70,CH,,3,,wlan,Patrizio und Sonja Salzano,,no,,,,,,+41 33 823 21 91,,,,,,,,,,,,
7.8511347,46.6780768,hotel,Love Room,Rugenparkstrasse,,3800,33,Interlaken,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8521904,46.6793397,hotel,Alphorn,Rothornstrasse,https://www.hotel-alphorn.ch/,3800,29a,Interlaken,+41 (0)33 822 30 51,CH,,,,wlan,,info@hotel-alphorn.ch,no,,,,13,,,,,no,,,,,,,,,
7.8514863,46.6798855,hotel,Crystal,Rugenparkstrasse,http://www.crystal-hotel.ch,3800,13,Interlaken,+41 33 822 62 33,CH,,3,,yes,,info@crystal-hotel.ch,,,,,50,,+41 33 822 34 84,,,,,,,,,,,,
7.8539305,46.6803171,hotel,De la Paix,Bernastrasse,http://www.hotel-de-la-paix.ch,3800,24,Interlaken,+41 33 822 70 44,CH,,3,,wlan,Familie Georg Etterli,info@hotel-de-la-paix.ch,,,,,,,+41 33 822 70 44,,,,,,,,,,,,
7.8558307,46.6721233,hotel,Waldhotel-Unspunne,Wagnerenstrasse,https://www.waldhotel-interlaken.ch/,3800,15,Matten,+41 33 822 34 91,CH,,2,,wlan,Stefan Schneider,mail@waldhotel-interlaken.ch,,,,,29,,+41 33 823 22 60,,,,,,,,,,,,
7.8646491,46.6784194,hotel,Basicrooms,Hauptstrasse,http://www.basicrooms.ch,3800,44,Matten,+41 33 822 80 31,CH,,2,,wlan,Dora Geringer,info@alpinahotel.ch,no,,,,,,+41 33 822 03 33,,,,,,,,,,,,
7.8646699,46.6785544,hotel,Alpina,Hauptstrasse,http://www.alpina-interlaken.ch,3800,44,Matten,+41 33 822 80 31,CH,,2,,wlan,Dora Geringer,info@alpinahotel.ch,no,,,,,,+41 33 822 03 33,,,,,,60,,,,,,
7.8644477,46.6793898,hotel,Mattenhof Resort,Hauptstrasse,http://www.mattenhof-resort.com,3800,36,Matten,+41 33 828 12 81,CH,,,,,Familie Bühler,info@mattenhofresort.com,,,,,63,,+41 33 822 28 88,,,,,,,,,,,,
7.8640332,46.6801545,hotel,Sonne,Hauptstrasse,http://www.sonne-interlaken.ch,3800,34,Matten,+41 33 822 75 41,CH,,3,,,Hans-Peter Seiler,info@sonne-interlaken.ch,,,,,22,,+41 33 823 29 15,,,,,,45,,,,,,
7.8455719,46.6845021,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8458842,46.6842815,hotel,Chalet Swiss,Seestrasse,https://chalet-swiss.ch/,3800,22,Unterseen,+41 33 826 78 78,CH,,3,,wlan,Familie R. & T. Klopfer,info@chalet-swiss.ch,,,,,53,,+41 33 826 78 70,,,,,,,,,,,,
7.8467089,46.6846771,hotel,Beausite,Seestrasse,http://www.beausite.ch,3800,16,Unterseen,+41 33 826 75 75,CH,,3,,,Max & Imi Ritter,info@beausite.ch,,,,,,,+41 33 826 75 85,,,,,,,,,,,,
7.8486843,46.6857538,hotel,Post Hardermannli,Hauptstrasse,http://www.post-hardermannli.ch,3800,18,Unterseen,+41 33 822 89 19,CH,,2,limited,wlan,Andreas Grossniklaus,hotel.post@tcnet.ch,,,,,,,+41 33 822 00 28,,,,,,,,,,,,
7.8489347,46.6858358,hotel,Rössli,Hauptstrasse,https://www.roessli-interlaken.ch/,3800,10,Unterseen,+41 33 822 78 16,CH,,2,,wlan,Jean-Luis Admirat,info@roessli-interlaken.ch,,,,,,,+41 33 822 96 16,,,,,,,,,,,,
7.8522365,46.6833383,hotel,Merkur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8537648,46.6816298,hotel,Lötschberg,General-Guisan-Strasse,http://www.lotschberg.ch,3800,31,Interlaken,+41 33 822 25 45,CH,,3,,wlan,Susanne Hutmacher,hotel@lotschberg.ch,no,,,,19,,+41 33 822 25 79,,,no,,,36,,,,,,
7.8550052,46.6821225,hotel,Swiss Inn,General-Guisan-Strasse,http://www.swiss-inn.ch,3800,23,Interlaken,+41 33 822 36 26,CH,,,,,J.P. Müller-Lohner,info@swiss-inn.ch,,,,,,,+41 33 823 23 03,,,,,,,,,,,,
7.8550329,46.683902,hotel,Swiss Holidays Apartments,Rosenstrasse,http://www.swissholidaysapartments.com,,10,,+41 79 222 48 41,,,,,wlan,,holidays-apartment@hotmail.com,,,,,,,,,,,,,,,,,,,
7.8525785,46.6863216,hotel,Bellevue,Marktgasse,https://www.hotel-bellevue-interlaken.ch/,3800,59,Interlaken,+41 33 822 44 31,CH,,4,,wlan,Thomas + Regula Dübendorfer,info@bellevue-interlaken.ch,,,,,,,+41 33 822 92 50,,,,,,,,,,,,
7.8546763,46.685366,hotel,,Höheweg,https://www.city-oberland.ch/,3800,7,Interlaken,+41 33 827 87 87,CH,,3,,wlan,,info@city-oberland.ch,,,,,191,,+41 33 827 87 70,,,,,,,,,,,,
7.8551457,46.686583,hotel,Harder-Minerva,Harderstrasse,http://www.harder-minerva.ch,3800,15,Interlaken,+41 33 823 23 13,CH,,2,,yes,René Bettoli,harder-minerva@tcnet.ch,,,,,,,+41 33 822 04 85,,,,,,,,,,,,
7.853715,46.6892261,hotel,Hotel Goldey,Obere Goldey,https://www.goldey.ch/,3800,85,Unterseen,+41 33 826 44 45,CH,,3,,wlan,Diana Ritschard,info@goldey.ch,no,,,,40,,+41 33 826 44 40,,,,,,,,,,,,
7.8571759,46.6817365,hotel,Hua Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8568607,46.6832659,hotel,Stella,General-Guisan-Strasse,http://www.stella-hotel.ch,3800,2,Interlaken,+41 33 822 88 71,CH,,4,,,Bastian Hofmann,info@stella-hotel.ch,,,,,30,,+41 33 822 66 71,,,,,,50,,,,,,
7.8562718,46.6846694,hotel,Blume,Jungfraustrasse,http://www.hotel-blume.ch,3800,30,Interlaken,+41 33 822 71 31,CH,,2,,wlan,Polo und Claudia Rosas,mail@hotel-blume.ch,no,,,,12,,+41 33 822 71 94,,,,,,,,,,,,
7.8562177,46.6848577,hotel,Toscana,Seestrasse,http://www.hotel-toscana.ch,3800,19,Interlaken,+41 33 823 30 33,CH,,3,,"wlan,wired",Familie Del Grasso,toscana@hotel-toscana.ch,yes,,,,22,,+41 33 823 35 51,,,,,,50,,,,,,
7.8578069,46.6840496,hotel,Savoy,Alpenstrasse,http://www.hotelsavoy.ch,3800,2,Interlaken,+41 33 828 16 70,CH,,3,,wlan,Peter Scheidegger + Marietta Studer,savoy@tcnet.ch,no,,,,13,,+41 33 828 16 71,,,,,,23,,,,,,
7.8553651,46.6850852,hotel,Weisses Kreuz,Höheweg,http://www.weisseskreuz.ch,3800,,Interlaken,+41 33 826 03 50,CH,,3,,wlan,,mail@weisseskreuz.ch,,,,,,,+41 33 823 35 55,,,no,,,,,,,,,
7.8559331,46.68574,hotel,Splendid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8562655,46.6861084,hotel,Metropole,Höheweg,https://www.metropole-interlaken.ch/,3800,37,Interlaken,+41 33 828 66 66,CH,,4,,wlan,Marco von Euw,mail@metropole-interlaken.ch,no,,,,96,,+41 33 828 66 33,,,,,,,,,,,,
7.8574679,46.686602,hotel,Victoria Jungfrau,Höheweg,https://www.victoria-jungfrau.ch,3800,41,Interlaken,+41 33 828 28 28,CH,,5,yes,wlan,Grand Hotel Victoria-Jungfrau AG,interlaken@victoria-jungfrau.ch,no,,,,216,,+41 33 828 28 80,,,,,,,Q2522688,,,,,
7.8601343,46.6878206,hotel,Hapimag Belvédère,Höheweg,,3800,95,Interlaken,+41 33 828 28 28,CH,,4,yes,,Hapimag Switzerland,ferienziel.interlaken@hapimag.com,,,,,104,,+41 33 828 28 80,Neue Schweizer Küche New Swiss cusine,,,,,,,,,,,1 rollstuhlgängiges 2-Zimmer-Premium-Apartment 1 rollstuhlgängiges 2-Zimmer-Budget-Apartment 1 rollstuhlgängiges 3-Zimmer-Premium-Apartment
7.8623339,46.688239,hotel,Du Nord,Höheweg,http://www.swissdreamshotels.com,3800,70,Unterseen,+41 33 827 50 50,CH,,4,yes,wlan,SwissDreamsHotels,dunord@swissdreamshotels.com,yes,,,,,,+41 33 827 50 55,Neue Schweizer Küche New Swiss cusine,,no,,,,,,,,,1 rollstuhlgängiges 2-Zimmer-Premium-Apartment 1 rollstuhlgängiges 2-Zimmer-Budget-Apartment 1 rollstuhlgängiges 3-Zimmer-Premium-Apartment
7.8627308,46.6887017,hotel,Royal Saint George,Höheweg,http://www.hotelroyal.ch,3800,139,Interlaken,+41 33 822 75 75,CH,,4,,,Familie Kurzen,info@hotelroyal.ch,,,,,93,,+41 33 823 30 75,,,,,,,,,,,,
7.8633706,46.6884756,hotel,Interlaken,Höheweg,https://hotelinterlaken.ch/,3800,74,Interlaken,+41 33 826 68 68,CH,,4,,wlan,Georges Beutler,info.interlaken@lindnerhotels.ch,yes,,,,,,+41 33 826 68 69,,,no,,,,,,,,,
7.8646179,46.6895796,hotel,Lindner Grand Hotel Beau Rivage,Höheweg,https://www.lindner.de/de/LGHBR,3800,211,Interlaken,+41 33 826 70 07,CH,,5,,wlan,Lindner Gruppe,info.interlaken@lindnerhotels.ch,,,,,101,,+41 33 826 70 08,,,,,,,,,,,,
7.8658649,46.6894678,hotel,Carlton-Europe,Höheweg,https://www.carltoneurope.ch/,3800,94,Interlaken,+41 33 826 01 60,CH,,3,,wlan,Stephan Maeder,info@carltoneurope.ch,yes,,,,75,,+41 33 826 01 69,,,,,,,,,,,,
7.8661686,46.689655,hotel,Bernensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8663849,46.6853849,hotel,Hotel Artos,,http://www.hotel-artos.ch/,,,,,,,,yes,,,,,+41 33 828 88 44,,,,,,,,,,,,,,,,,
7.8687156,46.691285,hotel,Du Lac,Höheweg,http://www.dulac-interlaken.ch,3800,225,Interlaken,+41 33 822 29 22,CH,,4,yes,yes,Familie Ernst Hofmann,dulac@bluewin.ch,,,,,35,,+41 33 822 29 15,,,,,,50,,,,,,
7.8968131,46.6877817,hotel,Walida,Hauptstrasse,http://www.walida.ch,3806,49,Bönigen,,,,,,,,info@walida.ch,,,,,,,,,,,,,,,,,,,
7.8976109,46.6885604,hotel,Seiler au Lac,Am Quai,https://www.seileraulac.ch/,3806,3,Bönigen,+41 33 828 90 90,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8979609,46.6881113,hotel,Oberländerhof,Am Quai,http://www.oberlaenderhof.ch/,3806,1,Bönigen,+41 33 822 17 25,,,,,,,hotel@oberlaenderhof.ch,,,,,,,,,,,,,,,,,,,
7.9004558,46.6882804,hotel,Seehotel,Seestrasse,http://www.seehotel-boenigen.ch,3806,22,Bönigen,+41 33 827 07 70,,,,,wlan,Familien Hohermuth & Budd,info@seehotel-boenigen.ch,no,,,,,,+41 33 827 07 71,,,,,,,,,,,,
7.8703966,46.6930218,hotel,India Village Guesthouse & Restaurant,Brienzstrasse,http://www.india-village.net,3800,38,Interlaken,+41 33 821 21 50,,,,,,India Village GMBH,,,,,,,,,,,outside,,,,,,,,,
7.8741905,46.6951712,hotel,Gasthof Schönegg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.9221199,46.6024011,hotel,Alpenrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.9209706,46.605762,hotel,Pasta & More Bed & Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.9187149,46.6083453,hotel,Wengener Hof,,https://www.wengenerhof.ch/,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,
7.9192583,46.6088082,hotel,Belvédère,,https://www.belvedere-wengen.ch/,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
7.9209691,46.6083745,hotel,Jungfraublick,,https://jungfraublick.com/,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
7.9186195,46.6095804,hotel,Alpenruhe,,https://www.alpenruhe-wengen.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.9214517,46.6051233,hotel,Eiger,Wengiboden,,3823,1348f,Wengen,,CH,restaurant,,,,,,,,,,,,,,,,,,,,,,1276,,
7.9221381,46.6052545,hotel,Silberhorn,,https://www.wengenerhof.ch/,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,
7.9229309,46.6042446,hotel,Caprice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.9239491,46.6050476,hotel,Falken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.9247768,46.6086851,hotel,Beausite Park,,http://www.parkwengen.ch,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,
7.9624025,46.5850107,hotel,Desalpes,Kleine Scheidegg,,3823,354g,Kleine Scheidegg,,CH,,,limited,,,,,,,,,,,,,outside,,,,,,,2066,,
8.0056956,46.6190463,hotel,Aspen Hotel,Aspen,,3818,1,Grindelwald,,CH,,4,,,Suzanne & Stefan Grossniklaus,,,+41 33 854 40 00,info@hotel-aspen.ch,http://www.hotel-aspen.ch,,+41 33 854 40 04,,,,,,,,,,,,,
8.0002568,46.6238844,hotel,Waldrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0381633,46.6236709,hotel,Hotel Eiger,Dorfstrasse,,3818,,Grindelwald,,CH,,,,,,,,,,,,,,,,,,,,,,,,,
8.0406222,46.6243384,hotel,Parkhotel Schoenegg,Dorfstrasse,https://www.parkhotelschoenegg.ch/,3818,,Grindelwald,+41 33 854 18 18,CH,,,,,,info@parkhotelschoenegg.ch,,,,,,,+41 33 854 18 19,,,,,,,,,,,,
8.0420002,46.6286465,hotel,Hotel Bodmi,,https://www.bodmi.ch/,,,,,,,3,,,,,,+41 33 853 12 20,,,,+41 33 853 13 53,,,,,,,,,,,,,
8.0536211,46.6594893,hotel,Berggasthaus First,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.9630656,46.7119622,hotel,Hotel Strand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.9694488,46.712457,hotel,Bellevue Iseltwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.9297506,46.7176445,hotel,Lake View,Hauptstrasse,http://www.hotellakeview.ch,,32,,,,restaurant,,,wlan,,,no,,,,,,,,,no,,,,,,,,,
7.9905666,46.7524725,hotel,Gasthof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
